timestamp_ms,cpu_00,cpu_01,cpu_02,cpu_03
1505941345000,2.68,18.52,3.08,4.51
1505941445000,5.06,26.3,3.84,7.68
1505941545000,0.5,0.44,0.33,0.42
1505941645000,4.38,0.54,1.03,1.31
1505941745000,5.36,4.01,7.86,9.13
1505941845000,3.5,3.91,7.05,8.01
1505941945000,0.77,0.66,1.12,0.92
1505942045000,0.43,0.46,0.39,0.41
1505942145000,0.56,0.52,0.44,0.49
1505942245000,0.48,0.52,0.42,0.5
1505942345000,1.14,1.22,1.49,1.51
1505942445000,1.56,1.79,1.86,2.21
1505942545000,0.4,0.42,0.41,0.42
1505942645000,0.48,0.49,0.39,0.38
1505942745000,0.48,0.47,0.41,0.43
1505942845000,1.03,1.03,0.99,1.18
1505942945000,1.84,1.83,1.55,1.94
1505943045000,3.95,3.72,3.6,4.13
1505943145000,2.57,2.53,2.47,2.55
1505943245000,3.59,3.8,3.29,3.68
1505943345000,4.61,4.43,4.22,4.38
1505943445000,5.09,4.95,5,4.97
1505943545000,5.33,5.97,5.58,5.48
1505943645000,7.56,7.63,7.42,7.14
1505943745000,8.37,8.19,8.32,8.61
1505943845000,10.27,9.5,9.6,9.95
1505943945000,7.18,6.43,6.77,6.67
1505944045000,9.5,9.54,9.14,9.48
1505944145000,9.62,10.36,9.58,9.54
1505944245000,12.24,10.15,11.12,10.66
1505944345000,11.6,11.13,10.9,11.8
1505944445000,12.14,12.27,12.02,11.64
1505944545000,12.75,10.81,11.53,11.32
1505944645000,16.12,14.9,14.16,14.55
1505944745000,15.24,15.23,14.81,15.12
1505944845000,20.05,19.58,18.55,19.15
1505944945000,13.95,15.95,14.24,14
1505945045000,14.16,16.01,13.74,14.52
1505945145000,15.77,15.67,14.93,15.46
1505945245000,15.57,15.98,15.21,15.4
1505945345000,18.62,19.03,19.58,18.8
1505945445000,16.81,16.92,15.8,15.74
1505945545000,19.98,18.4,20.13,17.72
1505945645000,17.76,18.74,17.68,17.3
1505945745000,22.45,19.69,18.63,17.11
1505945845000,22.59,23.73,20.61,21.33
1505945945000,20.11,20.75,19.07,21.3
1505946045000,24.05,23.44,24.15,24.44
1505946145000,24.27,26.18,23.05,24.33
1505946245000,30.07,28.97,27.55,27.57
1505946345000,18.86,19.59,19.5,19.71
1505946445000,18.67,19.23,18.75,18.01
1505946545000,24.88,23.18,23.63,22.64
1505946645000,23.61,26.13,25.12,25.6
1505946745000,24.76,27.68,24.89,27.56
1505946845000,24.96,25.39,25.05,25.54
1505946945000,22.59,23.49,23.06,23.87
1505947045000,27.42,27.25,26.57,28.15
1505947145000,24.77,24.05,24.74,24.8
1505947245000,27.59,28.05,28.57,30.18
1505947345000,32.82,34.5,30.44,31.36
1505947445000,27.87,29.57,27.32,27.57
1505947545000,32.07,31.17,30.55,31.02
1505947645000,36.57,32.87,34.71,33.5
1505947745000,32.3,31.05,31.39,31.47
1505947845000,35.59,34.94,35.25,35.07
1505947945000,43.5,44.03,42.23,43.13
1505948045000,28.02,27.93,28.26,28.45
1505948145000,32.65,33.13,33.94,33.48
1505948245000,26.18,27.07,27.33,27.39
1505948345000,28.8,28.96,28.89,28.92
