timestamp_ms,datagram_fragments_gen_sec,datagrams_delivered_sec,datagrams_fragmented_ok_sec,datagrams_output_requests_sec,datagrams_reassmbled_sec,fragments_rx_need_reassemble_sec,rx_datagrams_forwarded_sec,rx_datagrams_header_err_sec,rx_datagrams_invalid_addr_sec,rx_datagrams_nobuff_sec,rx_datagrams_reassmbly_fail_sec,rx_datagrams_sec,rx_datagrams_unknown_proto_sec,tx_datagrams_fragment_fail_sec,tx_datagrams_nobuff_sec,tx_datagrams_noroute_sec
1505941345000,0.00,246.95,0.00,211.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,246.95,0.00,0.00,0.00,0.00
1505941445000,0.00,178.06,0.00,166.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,178.06,0.00,0.00,0.00,0.00
1505941545000,0.00,10.63,0.00,10.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.63,0.00,0.00,0.00,0.00
1505941645000,0.00,19.28,0.00,19.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.28,0.00,0.00,0.00,0.00
1505941745000,0.00,76.10,0.00,78.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76.10,0.00,0.00,0.00,0.00
1505941845000,0.00,67.86,0.00,70.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67.86,0.00,0.00,0.00,0.00
1505941945000,0.00,13.03,0.00,13.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.03,0.00,0.00,0.00,0.00
1505942045000,0.00,3.54,0.00,3.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.54,0.00,0.00,0.00,0.00
1505942145000,0.00,3.36,0.00,3.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.36,0.00,0.00,0.00,0.00
1505942245000,0.00,3.49,0.00,3.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.49,0.00,0.00,0.00,0.00
1505942345000,0.00,3.49,0.00,3.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.49,0.00,0.00,0.00,0.00
1505942445000,0.00,3.67,0.00,3.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.67,0.00,0.00,0.00,0.00
