timestamp_ms,raw_sockets,tcp_sockets,tcp_timewait_sockets,total_sockets,udp_sockets
1505941345000,0,7,140552804761603,291,2
1505941445000,0,7,140552804761603,356,2
1505941545000,0,6,140552804761600,294,2
1505941645000,0,7,140552804761600,293,2
1505941745000,0,7,140552804761600,287,2
1505941845000,0,11,140552804761601,317,5
1505941945000,0,10,140552804761600,313,5
1505942045000,0,9,140552804761600,311,5
1505942145000,0,9,140552804761600,312,5
1505942245000,0,9,140552804761600,311,5
1505942345000,0,9,140552804761600,311,5
1505942445000,0,9,140552804761602,311,5
1505942545000,0,9,140552804761600,311,5
1505942645000,0,9,140552804761600,311,5
1505942745000,0,9,140552804761600,311,5
1505942845000,0,18,140552804761606,514,5
1505942945000,0,29,140552804761603,704,5
1505943045000,0,61,140552804761611,1227,5
1505943145000,0,73,140552804761603,1421,5
1505943245000,0,93,140552804761606,1748,5
1505943345000,0,113,140552804761609,2071,5
1505943445000,0,141,140552804761608,2463,5
1505943545000,0,161,140552804761612,2847,5
1505943645000,0,189,140552804761617,3302,5
1505943745000,0,221,140552804761615,3822,5
1505943845000,0,257,140552804761620,4413,5
1505943945000,0,269,140552804761603,4602,5
1505944045000,0,297,140552804761621,5063,5
1505944145000,0,313,140552804761609,5317,5
1505944245000,0,335,140552804761621,5707,5
1505944345000,0,357,140552804761609,6032,5
1505944445000,0,381,140552804761612,6422,5
1505944545000,0,393,140552804761609,6617,5
1505944645000,0,430,140552804761615,7205,5
1505944745000,0,461,140552804761615,7725,5
1505944845000,0,493,140552804761615,8241,5
1505944945000,0,510,140552804761600,8501,5
1505945045000,0,521,140552804761606,8696,5
1505945145000,0,534,140552804761603,8897,5
1505945245000,0,545,140552804761606,9087,5
1505945345000,0,573,140552804761606,9543,5
1505945445000,0,577,140552804761603,9606,5
1505945545000,0,597,140552804761609,9931,5
1505945645000,0,605,140552804761603,10061,5
1505945745000,0,621,140552804761606,10321,5
1505945845000,0,641,140552804761612,10646,5
1505945945000,0,657,140552804761611,10850,5
1505946045000,0,685,140552804761609,11364,5
1505946145000,0,697,140552804761600,11556,5
1505946245000,0,733,140552804761609,12141,5
1505946345000,0,757,140552804761603,12533,5
1505946445000,0,761,140552804761604,12598,5
1505946545000,0,765,140552804761603,12663,5
1505946645000,0,777,140552804761603,12859,5
1505946745000,0,793,140552804761609,13116,5
1505946845000,0,801,140552804761600,13248,5
1505946945000,0,802,140552804761600,13249,5
1505947045000,0,829,140552804761611,13646,5
1505947145000,0,833,140552804761600,13766,5
1505947245000,0,841,140552804761606,13897,5
1505947345000,0,861,140552804761609,14229,5
1505947445000,0,865,140552804761600,14287,5
1505947545000,0,881,140552804761612,14551,5
1505947645000,0,909,140552804761615,15001,5
1505947745000,0,917,140552804761600,15134,5
1505947845000,0,942,140552804761609,15524,5
1505947945000,0,973,140552804761615,15981,5
1505948045000,0,973,140552804761600,16042,5
1505948145000,0,1001,140552804761606,16498,5
1505948245000,0,1009,140552804761603,16626,5
1505948345000,0,1009,140552804761600,16626,5
