timestamp_ms,active_opens_sec,passive_opens_sec,rx_segments_sec,tcp_attempt_fails_sec,tcp_establish_resets_sec,tcp_rx_segments_error_sec,tcp_segments_retransmitted_sec,tcp_tx_segments_RSTflag_sec,tx_segments_sec
1505941345000,12.06,0.02,250.29,10.53,0.42,0.00,0.00,0.00,215.56
1505941445000,13.54,0.00,175.91,10.52,0.49,0.00,0.01,0.00,164.75
1505941545000,10.50,0.00,21.03,10.50,0.00,0.00,0.00,0.00,21.03
1505941645000,11.10,0.01,26.41,10.54,0.01,0.00,0.00,0.00,26.68
1505941745000,13.88,0.00,58.53,10.52,0.03,0.00,0.00,0.00,60.52
1505941845000,10.81,0.01,46.73,10.21,0.00,0.00,0.00,0.00,48.89
1505941945000,0.46,0.01,5.63,0.00,0.00,0.00,0.00,0.00,5.96
1505942045000,0.40,0.00,3.39,0.00,0.00,0.00,0.00,0.00,3.23
1505942145000,0.40,0.00,3.34,0.00,0.00,0.00,0.00,0.00,3.25
1505942245000,0.40,0.00,3.46,0.00,0.00,0.00,0.00,0.00,3.53
1505942345000,0.40,0.00,3.48,0.00,0.00,0.00,0.00,0.00,3.51
1505942445000,0.44,0.02,3.68,0.02,0.00,0.00,0.00,0.00,3.68
1505942545000,0.40,0.00,3.32,0.00,0.00,0.00,0.00,0.00,3.23
1505942645000,0.40,0.00,3.26,0.00,0.00,0.00,0.00,0.00,3.25
1505942745000,0.40,0.00,3.38,0.00,0.00,0.00,0.00,0.00,3.37
1505942845000,0.64,0.00,8.71,0.00,0.00,0.00,0.00,0.00,8.91
1505942945000,0.80,0.00,14.18,0.00,0.03,0.00,0.01,0.00,15.16
1505943045000,1.48,0.02,31.96,0.02,0.02,0.00,0.02,0.00,34.98
1505943145000,0.79,0.00,22.16,0.00,0.01,0.00,0.02,0.00,23.48
1505943245000,1.05,0.00,32.34,0.00,0.02,0.00,0.03,0.00,34.33
1505943345000,1.05,0.00,39.07,0.00,0.01,0.00,0.01,0.00,40.97
1505943445000,1.24,0.00,48.12,0.00,0.00,0.00,0.00,0.00,50.49
1505943545000,1.12,0.00,54.54,0.00,0.01,0.00,0.00,0.00,56.51
1505943645000,1.35,0.02,72.24,0.02,0.01,0.00,0.01,0.00,73.32
1505943745000,1.44,0.00,87.73,0.00,0.01,0.00,0.03,0.00,88.22
1505943845000,1.57,0.00,92.36,0.00,0.01,0.00,0.02,0.00,92.71
1505943945000,0.75,0.00,60.43,0.00,0.00,0.00,0.01,0.00,61.71
1505944045000,1.31,0.00,95.20,0.00,0.02,0.00,0.00,0.00,97.89
1505944145000,0.92,0.00,88.33,0.00,0.00,0.00,0.00,0.00,90.30
1505944245000,1.20,0.01,97.00,0.01,0.01,0.00,0.00,0.00,99.41
1505944345000,1.03,0.01,96.90,0.01,0.01,0.00,0.00,0.00,99.29
1505944445000,1.23,0.00,109.74,0.00,0.01,0.00,0.04,0.00,111.91
1505944545000,0.79,0.00,106.35,0.00,0.01,0.00,0.00,0.00,108.64
1505944645000,1.54,0.00,159.18,0.00,0.05,0.00,0.00,0.00,161.44
1505944745000,1.33,0.00,163.98,0.00,0.01,0.01,0.05,0.01,160.07
1505944845000,1.46,0.00,161.44,0.00,0.02,0.00,0.00,0.00,164.96
1505944945000,0.92,0.05,100.81,0.03,0.00,0.00,0.01,0.00,102.17
1505945045000,0.79,0.04,119.30,0.00,0.02,0.00,0.01,0.00,120.99
1505945145000,0.79,0.04,122.23,0.00,0.01,0.00,0.02,0.00,123.31
1505945245000,0.75,0.01,129.09,0.00,0.00,0.00,0.02,0.00,130.87
1505945345000,1.27,0.05,131.78,0.00,0.02,0.00,0.00,0.00,134.24
1505945445000,0.49,0.03,121.07,0.00,0.00,0.00,0.00,0.00,122.74
1505945545000,1.05,0.04,128.10,0.02,0.01,0.00,0.07,0.00,130.39
1505945645000,0.62,0.02,132.71,0.00,0.01,0.00,0.02,0.00,134.52
1505945745000,0.88,0.01,145.84,0.00,0.00,0.00,0.04,0.00,147.85
1505945845000,1.01,0.02,211.50,0.00,0.02,0.00,0.00,0.00,205.62
1505945945000,0.81,0.00,192.64,0.00,0.01,0.01,0.08,0.01,185.56
1505946045000,1.38,0.02,214.64,0.00,0.00,0.00,0.00,0.00,210.88
1505946145000,0.79,0.03,192.62,0.02,0.01,0.00,0.00,0.00,192.86
1505946245000,1.53,0.02,180.58,0.00,0.03,0.00,0.15,0.00,182.92
1505946345000,1.14,0.02,107.20,0.00,0.05,0.00,0.02,0.00,108.99
1505946445000,0.49,0.03,129.51,0.00,0.00,0.00,0.02,0.00,131.14
1505946545000,0.49,0.01,160.93,0.00,0.01,0.00,0.02,0.00,162.15
1505946645000,0.75,0.00,145.45,0.00,0.01,0.00,0.03,0.00,146.64
1505946745000,0.92,0.05,139.53,0.02,0.00,0.00,0.10,0.00,141.13
1505946845000,0.66,0.01,164.95,0.00,0.00,0.00,0.47,0.00,166.49
1505946945000,0.33,0.00,149.40,0.00,0.00,0.00,0.00,0.00,150.74
1505947045000,1.23,0.02,155.79,0.00,0.02,0.00,0.04,0.00,158.03
1505947145000,0.56,0.03,155.86,0.00,0.01,0.00,0.01,0.00,156.25
1505947245000,0.62,0.00,158.33,0.00,0.00,0.00,0.03,0.00,160.59
1505947345000,0.99,0.03,195.19,0.02,0.01,0.00,0.08,0.00,196.73
1505947445000,0.55,0.00,221.42,0.00,0.00,0.00,0.00,0.00,215.38
1505947545000,0.82,0.00,252.25,0.00,0.00,0.00,0.00,0.00,236.97
1505947645000,1.33,0.01,245.34,0.00,0.00,0.00,0.02,0.00,240.46
1505947745000,0.62,0.00,227.14,0.00,0.00,0.00,0.00,0.00,225.76
1505947845000,1.15,0.01,245.68,0.00,0.02,0.00,0.03,0.00,247.45
1505947945000,1.37,0.03,213.35,0.02,0.02,0.00,0.00,0.00,215.53
1505948045000,0.42,0.01,196.29,0.00,0.00,0.00,0.00,0.00,197.18
1505948145000,1.31,0.00,148.11,0.00,0.00,0.00,0.00,0.00,150.24
1505948245000,0.62,0.01,128.27,0.00,0.01,0.00,0.00,0.00,129.84
1505948345000,0.36,0.01,121.15,0.00,0.00,0.00,0.00,0.00,121.74
