timestamp_ms,fault_sec,majflt_sec,page_swaps_in_sec,page_swaps_out_sec,pgfree_sec,pgpgin_sec,pgpgout_sec,pgscand_sec,pgscank_sec,pgsteal_sec,vmeff_pct
1505941345000,7784.73,0.48,0.00,0.00,5589.99,1285.14,7038.95,0.00,0.00,0.00,0.00
1505941445000,13392.59,0.06,0.00,0.00,6657.55,141.04,7154.99,0.00,0.00,0.00,0.00
1505941545000,610.31,0.00,0.00,0.00,268.15,0.00,134.38,0.00,0.00,0.00,0.00
1505941645000,3172.05,0.01,0.00,0.00,1187.91,0.60,7.20,0.00,0.00,0.00,0.00
1505941745000,25105.21,0.04,0.00,0.00,10107.68,14.92,59.26,0.00,0.00,0.00,0.00
1505941845000,27099.84,0.31,0.00,0.00,11479.49,260.81,196.33,0.00,0.00,0.00,0.00
1505941945000,3217.52,0.00,0.00,0.00,1398.89,0.00,219.87,0.00,0.00,0.00,0.00
1505942045000,837.13,0.00,0.00,0.00,546.70,0.00,11.19,0.00,0.00,0.00,0.00
1505942145000,1124.90,0.00,0.00,0.00,976.39,0.36,3.57,0.00,0.00,0.00,0.00
1505942245000,1211.26,0.00,0.00,0.00,726.35,0.00,3.91,0.00,0.00,0.00,0.00
1505942345000,11062.16,0.20,0.00,0.00,4753.64,118.68,2.63,0.00,0.00,0.00,0.00
1505942445000,15958.71,0.08,0.00,0.00,7122.05,135.00,114.29,0.00,0.00,0.00,0.00
1505942545000,890.48,0.00,0.00,0.00,435.88,0.00,5.59,0.00,0.00,0.00,0.00
1505942645000,922.08,0.00,0.00,0.00,578.33,0.00,2.08,0.00,0.00,0.00,0.00
1505942745000,1008.56,0.00,0.00,0.00,567.49,0.00,2.69,0.00,0.00,0.00,0.00
1505942845000,4017.46,0.33,0.00,0.00,2453.81,273.98,26.73,0.00,0.00,0.00,0.00
1505942945000,7170.40,0.00,0.00,0.00,4962.14,0.00,45.36,0.00,0.00,0.00,0.00
1505943045000,15527.86,0.00,0.00,0.00,9981.97,0.00,73.44,0.00,0.00,0.00,0.00
1505943145000,8634.35,0.00,0.00,0.00,4920.84,0.00,50.94,0.00,0.00,0.00,0.00
1505943245000,12482.32,0.00,0.00,0.00,7417.15,0.00,60.51,0.00,0.00,0.00,0.00
1505943345000,14545.77,0.00,0.00,0.00,9221.51,0.00,62.94,0.00,0.00,0.00,0.00
1505943445000,17199.20,0.00,0.00,0.00,9258.27,0.00,82.77,0.00,0.00,0.00,0.00
1505943545000,18360.72,0.00,0.00,0.00,10548.40,0.00,78.64,0.00,0.00,0.00,0.00
1505943645000,23001.76,0.00,0.00,0.00,13821.20,0.00,93.53,0.00,0.00,0.00,0.00
1505943745000,25120.49,0.00,0.00,0.00,15696.50,0.00,123.31,0.00,0.00,0.00,0.00
1505943845000,29579.17,0.00,0.00,0.00,16736.97,0.00,121.97,0.00,0.00,0.00,0.00
1505943945000,19496.14,0.00,0.00,0.00,10330.76,0.00,77.72,0.00,0.00,0.00,0.00
1505944045000,27876.36,0.00,0.00,0.00,17927.08,0.00,82.33,0.00,0.00,0.00,0.00
1505944145000,26590.90,0.00,0.00,0.00,16659.07,0.00,72.03,0.00,0.00,0.00,0.00
1505944245000,30270.60,0.00,0.00,0.00,18475.62,0.00,96.21,0.00,0.00,0.00,0.00
1505944345000,28569.26,0.00,0.00,0.00,19446.92,0.00,93.99,0.00,0.00,0.00,0.00
1505944445000,31843.56,0.00,0.00,0.00,19459.26,0.00,82.91,0.00,0.00,0.00,0.00
1505944545000,29838.53,0.00,0.00,0.00,19895.00,0.00,68.01,0.00,0.00,0.00,0.00
1505944645000,40948.03,0.00,0.00,0.00,26920.12,0.00,127.64,0.00,0.00,0.00,0.00
1505944745000,41412.13,0.00,0.00,0.00,29838.18,0.00,114.09,0.00,0.00,0.00,0.00
1505944845000,47601.78,0.00,0.00,0.00,33415.38,0.00,152.31,0.00,0.00,0.00,0.00
1505944945000,34907.59,0.00,0.00,0.00,21729.07,0.00,102.05,0.00,0.00,0.00,0.00
1505945045000,35712.85,0.00,0.00,0.00,23673.08,0.16,64.51,0.00,0.00,0.00,0.00
1505945145000,36990.50,0.00,0.00,0.00,26160.42,0.00,77.11,0.00,0.00,0.00,0.00
1505945245000,37696.71,0.00,0.00,0.00,27193.39,0.00,83.84,0.00,0.00,0.00,0.00
1505945345000,45648.79,0.00,0.00,0.00,31256.62,0.00,115.15,0.00,0.00,0.00,0.00
1505945445000,37119.32,0.00,0.00,0.00,25711.14,0.16,48.95,0.00,0.00,0.00,0.00
1505945545000,43280.07,0.00,0.00,0.00,31031.52,0.00,123.60,0.00,0.00,0.00,0.00
1505945645000,41214.25,0.00,0.00,0.00,30484.74,0.00,65.92,0.00,0.00,0.00,0.00
1505945745000,44388.55,0.00,0.00,0.00,33060.54,0.00,78.84,0.00,0.00,0.00,0.00
1505945845000,48509.29,0.00,0.00,0.00,36342.62,0.00,109.62,0.00,0.00,0.00,0.00
1505945945000,47027.81,0.00,0.00,0.00,34636.62,0.00,82.65,0.00,0.00,0.00,0.00
1505946045000,56297.51,0.00,0.00,0.00,43035.20,0.00,134.51,0.00,0.00,0.00,0.00
1505946145000,52783.66,0.00,0.00,0.00,40524.58,0.00,145.28,0.00,0.00,0.00,0.00
1505946245000,62831.13,0.00,0.00,0.00,47076.05,0.00,158.52,0.00,0.00,0.00,0.00
1505946345000,51100.32,0.00,0.00,0.00,38298.24,0.00,109.49,0.00,0.00,0.00,0.00
1505946445000,44792.24,0.00,0.00,0.00,34222.23,0.00,52.88,0.00,0.00,0.00,0.00
1505946545000,50502.25,0.00,0.00,0.00,40185.78,0.00,65.89,0.00,0.00,0.00,0.00
1505946645000,53524.18,0.00,0.00,0.00,44691.11,0.00,109.69,0.00,0.00,0.00,0.00
1505946745000,55119.73,0.00,0.00,0.00,46334.47,0.00,82.84,0.00,0.00,0.00,0.00
1505946845000,54683.99,0.00,0.00,0.00,45792.99,0.00,78.51,0.00,0.00,0.00,0.00
1505946945000,50718.37,0.00,0.00,0.00,47634.25,0.00,38.70,0.00,0.00,0.00,0.00
1505947045000,59232.89,0.00,0.00,0.00,45399.46,0.00,134.96,0.00,0.00,0.00,0.00
1505947145000,55034.29,0.00,0.00,0.00,41265.81,0.00,103.17,0.00,0.00,0.00,0.00
1505947245000,58539.92,0.00,0.00,0.00,49387.00,0.00,85.26,0.00,0.00,0.00,0.00
1505947345000,62988.78,0.00,0.00,0.00,60164.95,0.00,127.56,0.00,0.00,0.00,0.00
1505947445000,60499.93,0.00,0.00,0.00,49876.21,0.00,81.21,0.00,0.00,0.00,0.00
1505947545000,65683.19,0.00,0.00,0.00,56784.91,0.00,84.26,0.00,0.00,0.00,0.00
1505947645000,73945.40,0.00,0.00,0.00,65845.89,0.00,171.17,0.00,0.00,0.00,0.00
1505947745000,66810.87,0.00,0.00,0.00,64066.47,0.00,113.18,0.00,0.00,0.00,0.00
1505947845000,75588.79,0.00,0.00,0.00,67073.47,0.00,138.01,0.00,0.00,0.00,0.00
1505947945000,82405.90,0.00,0.00,0.00,73376.36,0.00,160.00,0.00,0.00,0.00,0.00
1505948045000,63772.71,0.00,0.00,0.00,60752.53,0.00,103.19,0.00,0.00,0.00,0.00
1505948145000,75714.32,0.00,0.00,0.00,62091.08,0.00,132.78,0.00,0.00,0.00,0.00
1505948245000,65278.70,0.00,0.00,0.00,51631.35,0.00,57.22,0.00,0.00,0.00,0.00
1505948345000,62806.85,0.00,0.00,0.00,50665.19,0.00,15.80,0.00,0.00,0.00,0.00
