timestamp_ms,commit_pct,hugeused_pct,kbactive,kbanonpg,kbbuffers,kbcached,kbcommit,kbdirty,kbhugefree,kbhugeused,kbinactive,kbkstack,kbmemfree,kbmemused,kbpgtbl,kbslab,kbswpcad,kbswpfree,kbswpused,kbvmused,memused_pct,swpcad_pct,swpused_pct
1505941345000,5.05,0.00,292432,143336,2124,501044,821940,1528,0,0,337536,3472,15394256,872432,6008,80444,0,0,0,40488,5.36,0.00,0.00
1505941445000,5.10,0.00,1048504,147232,2124,1226196,830256,12492,0,0,310552,3488,14616224,1650464,6088,121380,0,0,0,40488,10.15,0.00,0.00
1505941545000,5.17,0.00,1050896,149028,2124,1226348,840548,72,0,0,310088,3488,14616924,1649764,5904,121680,0,0,0,40488,10.14,0.00,0.00
1505941645000,5.48,0.00,1093888,189392,2124,1226992,890860,1672,0,0,308116,3472,14571020,1695668,6684,126964,0,0,0,40488,10.42,0.00,0.00
1505941745000,5.14,0.00,1049380,142052,2124,1229968,835424,2420,0,0,308084,3440,14607000,1659688,5804,132872,0,0,0,40488,10.20,0.00,0.00
1505941845000,5.32,0.00,1108380,196500,2124,1259308,865660,18776,0,0,291324,3616,14508824,1757864,6876,144244,0,0,0,40488,10.81,0.00,0.00
1505941945000,5.29,0.00,1103824,191452,2124,1259384,860552,500,0,0,291276,3536,14513088,1753600,6192,144984,0,0,0,40488,10.78,0.00,0.00
1505942045000,5.28,0.00,1103200,190824,2124,1259436,859348,8,0,0,291276,3504,14515916,1750772,5876,144296,0,0,0,40488,10.76,0.00,0.00
1505942145000,5.31,0.00,1107152,194640,2124,1259552,863176,20,0,0,291300,3488,14511664,1755024,5972,144216,0,0,0,40488,10.79,0.00,0.00
1505942245000,5.35,0.00,1107832,195220,2124,1259652,869692,16,0,0,291308,3472,14511100,1755588,5888,144184,0,0,0,40488,10.79,0.00,0.00
1505942345000,5.37,0.00,1119288,197624,2124,1270708,874204,208,0,0,293624,5120,14495476,1771212,6456,144236,0,0,0,40536,10.89,0.00,0.00
1505942445000,5.41,0.00,1171500,201136,2124,1284324,879232,164,0,0,258200,3488,14474340,1792348,5908,148016,0,0,0,40536,11.02,0.00,0.00
1505942545000,5.41,0.00,1171696,201268,2124,1284408,879232,12,0,0,258208,3488,14475076,1791612,5908,148012,0,0,0,40536,11.01,0.00,0.00
1505942645000,5.41,0.00,1172240,201724,2124,1284492,879232,12,0,0,258228,3488,14474464,1792224,5908,148016,0,0,0,40536,11.02,0.00,0.00
1505942745000,5.46,0.00,1173656,203088,2124,1292756,887424,20,0,0,266404,3488,14464052,1802636,5916,148132,0,0,0,40536,11.08,0.00,0.00
1505942845000,9.39,0.00,1279752,289972,2124,1321252,1528068,52,0,0,284208,4416,14324440,1942248,8052,151768,0,0,0,40604,11.94,0.00,0.00
1505942945000,16.82,0.00,1425672,442632,2124,1323116,2735496,44,0,0,284568,6976,14157592,2109096,9784,160792,0,0,0,40728,12.97,0.00,0.00
1505943045000,34.36,0.00,1801636,816252,2124,1327316,5589952,468,0,0,285844,12400,13727852,2538836,15480,181556,0,0,0,40900,15.61,0.00,0.00
1505943145000,41.11,0.00,1947916,961308,2124,1329032,6687612,260,0,0,286404,14464,13560620,2706068,17512,189164,0,0,0,41176,16.64,0.00,0.00
1505943245000,51.41,0.00,2184420,1196184,2124,1331592,8363504,204,0,0,287304,17696,13290704,2975984,20496,202232,0,0,0,41320,18.29,0.00,0.00
