timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1505941345000,0.00,0.00,99.79,0.01,0.00,0.00,0.00,0.01,0.06,0.13
1505941445000,0.00,0.00,96.90,2.72,0.00,0.00,0.01,0.01,0.18,0.17
1505941545000,0.00,0.00,99.78,0.00,0.00,0.00,0.00,0.00,0.15,0.07
1505941645000,0.00,0.00,99.89,0.00,0.00,0.00,0.00,0.01,0.05,0.05
1505941745000,0.00,0.00,99.80,0.01,0.00,0.00,0.00,0.02,0.08,0.09
1505941845000,0.00,0.00,99.52,0.02,0.00,0.02,0.00,0.01,0.17,0.26
1505941945000,0.00,0.00,99.65,0.00,0.00,0.00,0.00,0.01,0.07,0.27
1505942045000,0.00,0.00,98.76,0.11,0.00,0.00,0.00,0.03,0.40,0.70
1505942145000,0.00,0.00,99.63,0.08,0.00,0.00,0.00,0.02,0.14,0.13
1505942245000,0.00,0.00,99.71,0.03,0.00,0.00,0.00,0.01,0.12,0.13
1505942345000,0.00,0.00,99.84,0.00,0.00,0.00,0.00,0.01,0.06,0.09
1505942445000,0.00,0.00,99.85,0.00,0.00,0.00,0.00,0.01,0.05,0.09
1505942545000,0.00,0.00,99.85,0.00,0.00,0.00,0.00,0.01,0.07,0.07
1505942645000,0.00,0.00,99.87,0.00,0.00,0.00,0.00,0.01,0.05,0.07
1505942745000,0.00,0.00,99.87,0.00,0.00,0.00,0.00,0.01,0.03,0.09
1505942845000,0.00,0.00,95.00,3.77,0.00,0.00,0.00,0.12,0.59,0.51
1505942945000,0.00,0.00,91.86,5.33,0.00,0.00,0.01,0.26,1.38,1.16
1505943045000,0.00,0.00,93.48,3.48,0.00,0.00,0.00,0.21,1.38,1.45
1505943145000,0.00,0.00,88.93,6.98,0.00,0.00,0.02,0.23,1.85,1.98
1505943245000,0.00,0.00,91.05,4.27,0.00,0.00,0.02,0.28,2.22,2.17
1505943345000,0.00,0.00,92.32,3.34,0.00,0.00,0.01,0.25,2.09,1.99
1505943445000,0.00,0.00,90.95,4.49,0.00,0.00,0.01,0.31,2.23,2.01
1505943545000,0.00,0.00,95.98,1.24,0.00,0.00,0.02,0.13,1.55,1.08
1505943645000,0.00,0.00,97.60,0.30,0.00,0.00,0.01,0.09,1.15,0.85
1505943745000,0.00,0.00,97.85,0.16,0.00,0.00,0.01,0.09,1.12,0.77
1505943845000,0.00,0.00,98.41,0.36,0.00,0.00,0.01,0.10,0.76,0.36
1505943945000,0.00,0.00,86.97,5.99,0.00,0.00,0.05,0.29,3.83,2.87
1505944045000,0.00,0.00,90.04,3.52,0.00,0.00,0.02,0.32,3.65,2.45
1505944145000,0.00,0.00,88.77,3.77,0.00,0.00,0.02,0.34,4.10,2.99
1505944245000,0.00,0.00,90.63,2.28,0.00,0.00,0.03,0.34,3.94,2.78
1505944345000,0.00,0.00,88.88,2.97,0.00,0.00,0.04,0.34,4.17,3.59
1505944445000,0.00,0.00,86.57,3.74,0.00,0.00,0.03,0.38,5.34,3.94
1505944545000,0.00,0.00,91.50,1.47,0.00,0.00,0.04,0.30,3.90,2.79
1505944645000,0.00,0.00,97.17,0.12,0.00,0.00,0.01,0.17,1.40,1.12
1505944745000,0.00,0.00,96.45,0.19,0.00,0.00,0.03,0.19,2.21,0.91
1505944845000,0.00,0.00,95.51,0.11,0.00,0.00,0.03,0.18,3.07,1.10
1505944945000,0.00,0.00,95.62,0.82,0.00,0.00,0.00,0.24,2.17,1.15
1505945045000,0.00,0.00,84.96,2.68,0.00,0.00,0.04,0.34,6.97,5.01
1505945145000,0.00,0.00,84.40,3.63,0.00,0.00,0.06,0.39,6.44,5.08
1505945245000,0.00,0.00,84.23,3.30,0.00,0.00,0.05,0.37,6.93,5.11
1505945345000,0.00,0.00,82.96,4.19,0.00,0.00,0.06,0.38,6.89,5.51
1505945445000,0.00,0.00,85.15,2.91,0.00,0.00,0.04,0.34,7.38,4.17
1505945545000,0.00,0.00,85.84,2.14,0.00,0.00,0.08,0.34,6.88,4.71
1505945645000,0.00,0.00,83.28,4.61,0.00,0.00,0.04,0.37,7.28,4.41
1505945745000,0.00,0.00,82.99,4.88,0.00,0.00,0.03,0.35,6.63,5.12
1505945845000,0.00,0.00,93.11,0.18,0.00,0.00,0.03,0.23,4.89,1.58
1505945945000,0.00,0.00,94.88,0.14,0.00,0.00,0.03,0.26,3.41,1.27
1505946045000,0.00,0.00,95.44,0.12,0.00,0.00,0.02,0.26,2.57,1.59
1505946145000,0.00,0.00,94.85,0.22,0.00,0.00,0.02,0.25,2.53,2.13
1505946245000,0.00,0.00,93.77,0.08,0.00,0.00,0.06,0.24,4.06,1.80
1505946345000,0.00,0.00,98.31,0.00,0.00,0.00,0.00,0.27,0.95,0.47
1505946445000,0.00,0.00,84.76,2.01,0.00,0.00,0.04,0.33,7.85,5.01
1505946545000,0.00,0.00,86.86,2.62,0.00,0.00,0.05,0.33,5.94,4.19
1505946645000,0.00,0.00,80.94,2.30,0.00,0.00,0.05,0.37,9.91,6.42
1505946745000,0.00,0.00,75.91,4.67,0.00,0.00,0.07,0.35,10.88,8.11
1505946845000,0.00,0.00,82.19,2.95,0.00,0.00,0.04,0.35,8.72,5.75
1505946945000,0.00,0.00,83.65,1.26,0.00,0.00,0.04,0.34,9.14,5.56
1505947045000,0.00,0.00,74.29,4.61,0.00,0.00,0.08,0.39,13.09,7.54
1505947145000,0.00,0.00,77.55,3.45,0.00,0.00,0.07,0.39,11.44,7.09
1505947245000,0.00,0.00,86.42,2.35,0.00,0.00,0.03,0.31,6.61,4.27
1505947345000,0.00,0.00,86.93,1.41,0.00,0.00,0.05,0.29,7.04,4.28
1505947445000,0.00,0.00,93.57,0.07,0.00,0.00,0.06,0.24,4.23,1.82
1505947545000,0.00,0.00,94.34,0.10,0.00,0.00,0.03,0.24,3.73,1.56
1505947645000,0.00,0.00,92.78,0.28,0.00,0.00,0.03,0.24,4.79,1.88
1505947745000,0.00,0.00,93.86,0.16,0.00,0.00,0.05,0.25,3.67,2.02
1505947845000,0.00,0.00,93.20,0.09,0.00,0.00,0.03,0.29,4.70,1.68
1505947945000,0.00,0.00,95.28,0.10,0.00,0.00,0.01,0.24,3.11,1.26
1505948045000,0.00,0.00,87.98,1.17,0.00,0.00,0.04,0.30,7.12,3.39
1505948145000,0.00,0.00,95.26,0.02,0.00,0.00,0.04,0.26,2.41,2.01
1505948245000,0.00,0.00,98.58,0.00,0.00,0.00,0.00,0.28,0.76,0.38
1505948345000,0.00,0.00,97.43,0.00,0.00,0.00,0.00,0.27,1.86,0.44
