timestamp_ms,br0-rx,br0-tx,docker0-rx,docker0-tx,eth0-rx,eth0-tx,lo-rx,lo-tx,ovs-system-rx,ovs-system-tx,tun0-rx,tun0-tx,vxlan_sys_4789-rx,vxlan_sys_4789-tx
1505941345000,,,0.00,0.00,820.66,103.30,21.07,21.07,,,,,,
1505941445000,,,0.00,0.00,863.62,129.63,21.02,21.02,,,,,,
1505941545000,,,0.00,0.00,0.18,0.18,21.04,21.04,,,,,,
1505941645000,,,0.00,0.00,9.13,9.01,21.06,21.06,,,,,,
1505941745000,,,0.00,0.00,70.12,68.89,20.80,20.80,,,,,,
1505941845000,0.00,0.00,,,1830.08,378.19,,,0.00,0.00,0.00,0.05,0.00,0.00
1505941945000,0.00,0.00,,,14.03,14.00,,,0.00,0.00,0.00,0.03,0.00,0.00
1505942045000,0.00,0.00,,,1116.29,101.63,,,0.00,0.00,0.00,0.00,0.00,0.00
1505942145000,0.00,0.00,,,11.69,11.13,,,0.00,0.00,0.00,0.00,0.00,0.00
1505942245000,0.00,0.00,,,7.36,7.17,,,0.00,0.00,0.46,0.48,0.00,0.00
1505942345000,0.00,0.00,,,5.02,4.92,,,0.00,0.00,0.00,0.00,0.00,0.00
1505942445000,0.00,0.00,,,4.96,4.86,,,0.00,0.00,0.00,0.00,0.00,0.00
1505942545000,0.00,0.00,,,4.90,4.78,,,0.00,0.00,0.00,0.00,0.00,0.00
1505942645000,0.00,0.00,,,5.85,5.67,,,0.00,0.00,0.00,0.00,0.00,0.00
1505942745000,0.00,0.00,,,4.96,4.81,,,0.00,0.00,0.00,0.00,0.00,0.00
1505942845000,0.00,0.00,,,112.06,106.15,,,0.00,0.00,0.00,0.00,0.00,0.00
1505942945000,0.00,0.00,,,317.41,297.94,,,0.00,0.00,0.00,0.00,0.00,0.00
1505943045000,0.00,0.00,,,334.59,317.61,,,0.00,0.00,0.00,0.00,0.00,0.00
1505943145000,0.00,0.00,,,412.48,399.91,,,0.00,0.00,0.00,0.00,0.00,0.00
1505943245000,0.00,0.00,,,477.13,464.94,,,0.00,0.00,0.00,0.00,0.00,0.00
1505943345000,0.00,0.00,,,424.77,410.60,,,0.00,0.00,0.00,0.00,0.00,0.00
1505943445000,0.00,0.00,,,447.25,436.89,,,0.00,0.00,0.00,0.00,0.00,0.00
1505943545000,0.00,0.00,,,296.31,298.66,,,0.00,0.00,0.00,0.00,0.00,0.00
1505943645000,0.00,0.00,,,183.83,191.47,,,0.00,0.00,0.00,0.00,0.00,0.00
1505943745000,0.00,0.00,,,141.04,124.86,,,0.00,0.00,0.00,0.00,0.00,0.00
1505943845000,0.00,0.00,,,181.38,156.07,,,0.00,0.00,0.00,0.00,0.00,0.00
1505943945000,0.00,0.00,,,1081.28,1073.23,,,0.00,0.00,0.00,0.00,0.00,0.00
1505944045000,0.00,0.00,,,471.74,448.78,,,0.00,0.00,0.00,0.00,0.00,0.00
1505944145000,0.00,0.00,,,732.93,729.00,,,0.00,0.00,0.00,0.00,0.00,0.00
1505944245000,0.00,0.00,,,642.76,621.03,,,0.00,0.00,0.00,0.00,0.00,0.00
1505944345000,0.00,0.00,,,484.04,483.38,,,0.00,0.00,0.00,0.00,0.00,0.00
1505944445000,0.00,0.00,,,743.94,728.87,,,0.00,0.00,0.00,0.00,0.00,0.00
1505944545000,0.00,0.00,,,516.20,513.55,,,0.00,0.00,0.00,0.00,0.00,0.00
1505944645000,0.00,0.00,,,112.60,110.09,,,0.00,0.00,0.00,0.00,0.00,0.00
1505944745000,0.00,0.00,,,121.08,113.33,,,0.00,0.00,0.00,0.00,0.00,0.00
1505944845000,0.00,0.00,,,91.43,86.88,,,0.00,0.00,0.00,0.00,0.00,0.00
1505944945000,0.00,0.00,,,515.47,512.13,,,0.00,0.00,0.00,0.00,0.00,0.00
1505945045000,0.00,0.00,,,1039.32,1010.70,,,0.00,0.00,0.00,0.00,0.00,0.00
1505945145000,0.00,0.00,,,967.83,977.43,,,0.00,0.00,0.00,0.00,0.00,0.00
1505945245000,0.00,0.00,,,783.62,781.38,,,0.00,0.00,0.00,0.00,0.00,0.00
1505945345000,0.00,0.00,,,1014.62,990.11,,,0.00,0.00,0.00,0.00,0.00,0.00
1505945445000,0.00,0.00,,,768.43,767.43,,,0.00,0.00,0.00,0.00,0.00,0.00
1505945545000,0.00,0.00,,,1107.90,1089.61,,,0.00,0.00,0.00,0.00,0.00,0.00
1505945645000,0.00,0.00,,,642.57,636.02,,,0.00,0.00,0.00,0.00,0.00,0.00
1505945745000,0.00,0.00,,,649.47,655.67,,,0.00,0.00,0.00,0.00,0.00,0.00
1505945845000,0.00,0.00,,,176.23,176.26,,,0.00,0.00,0.00,0.00,0.00,0.00
1505945945000,0.00,0.00,,,157.90,142.03,,,0.00,0.00,0.00,0.00,0.00,0.00
1505946045000,0.00,0.00,,,197.53,175.53,,,0.00,0.00,0.00,0.00,0.00,0.00
1505946145000,0.00,0.00,,,153.80,149.02,,,0.00,0.00,0.00,0.00,0.00,0.00
1505946245000,0.00,0.00,,,441.08,442.46,,,0.00,0.00,0.00,0.00,0.00,0.00
1505946345000,0.00,0.00,,,509.66,507.82,,,0.00,0.00,0.00,0.00,0.00,0.00
1505946445000,0.00,0.00,,,837.10,824.64,,,0.00,0.00,0.00,0.00,0.00,0.00
1505946545000,0.00,0.00,,,852.28,849.01,,,0.00,0.00,0.00,0.00,0.00,0.00
1505946645000,0.00,0.00,,,1393.97,1363.23,,,0.00,0.00,0.00,0.00,0.00,0.00
1505946745000,0.00,0.00,,,1186.35,1175.45,,,0.00,0.00,0.00,0.00,0.00,0.00
1505946845000,0.00,0.00,,,856.76,850.72,,,0.00,0.00,0.00,0.00,0.00,0.00
1505946945000,0.00,0.00,,,996.85,1003.14,,,0.00,0.00,0.00,0.00,0.00,0.00
1505947045000,0.00,0.00,,,1444.99,1436.27,,,0.00,0.00,0.00,0.00,0.00,0.00
1505947145000,0.00,0.00,,,1231.04,1223.14,,,0.00,0.00,0.00,0.00,0.00,0.00
1505947245000,0.00,0.00,,,645.70,626.44,,,0.00,0.00,0.00,0.00,0.00,0.00
1505947345000,0.00,0.00,,,664.71,680.52,,,0.00,0.00,0.00,0.00,0.00,0.00
1505947445000,0.00,0.00,,,204.07,195.50,,,0.00,0.00,0.00,0.00,0.00,0.00
1505947545000,0.00,0.00,,,192.03,175.36,,,0.00,0.00,0.00,0.00,0.00,0.00
1505947645000,0.00,0.00,,,226.44,216.28,,,0.00,0.00,0.00,0.00,0.00,0.00
1505947745000,0.00,0.00,,,191.29,176.67,,,0.00,0.00,0.00,0.00,0.00,0.00
1505947845000,0.00,0.00,,,195.25,190.86,,,0.00,0.00,0.00,0.00,0.00,0.00
1505947945000,0.00,0.00,,,224.43,209.49,,,0.00,0.00,0.00,0.00,0.00,0.00
1505948045000,0.00,0.00,,,669.49,665.05,,,0.00,0.00,0.00,0.00,0.00,0.00
1505948145000,0.00,0.00,,,971.59,957.53,,,0.00,0.00,0.00,0.00,0.00,0.00
1505948245000,0.00,0.00,,,510.28,509.81,,,0.00,0.00,0.00,0.00,0.00,0.00
1505948345000,0.00,0.00,,,508.33,508.30,,,0.00,0.00,0.00,0.00,0.00,0.00
