timestamp_ms,rx_datagrams_discard_no_dest_port_sec,rx_datagrams_discard_other_error,rx_datagrams_sec,tx_datagrams_sec
1505941345000,0.00,0.00,7.22,7.22
1505941445000,0.00,0.00,12.73,12.73
1505941545000,0.00,0.00,0.09,0.10
1505941645000,0.00,0.00,3.39,3.39
1505941745000,0.00,0.00,28.17,28.17
1505941845000,0.00,0.00,31.28,31.27
1505941945000,0.00,0.00,14.61,14.61
1505942045000,0.10,0.00,3.52,3.63
1505942145000,0.07,0.00,2.24,2.31
1505942245000,0.02,0.00,0.07,0.09
1505942345000,0.00,0.00,0.12,0.12
1505942445000,0.00,0.00,0.07,0.07
1505942545000,0.00,0.00,0.10,0.10
1505942645000,0.02,0.00,0.08,0.10
1505942745000,0.00,0.00,0.10,0.10
1505942845000,1.22,0.00,19.28,20.50
1505942945000,9.12,0.00,33.80,42.92
1505943045000,12.82,0.00,44.18,57.00
1505943145000,20.96,0.00,28.32,49.28
1505943245000,27.84,0.00,33.57,61.42
1505943345000,28.40,0.00,42.45,70.85
1505943445000,29.04,0.00,38.88,67.92
1505943545000,19.49,0.00,43.16,62.65
1505943645000,13.39,0.00,52.23,65.63
1505943745000,6.10,0.00,58.20,64.31
1505943845000,11.98,0.00,49.43,61.43
1505943945000,71.30,0.00,24.75,96.07
1505944045000,17.62,0.00,44.78,62.42
1505944145000,40.65,0.00,40.15,80.81
1505944245000,27.58,0.00,38.95,66.56
1505944345000,21.55,0.00,37.19,58.74
1505944445000,43.43,0.00,38.71,82.14
1505944545000,22.01,0.00,38.70,60.71
1505944645000,1.05,0.00,58.44,59.50
1505944745000,2.39,0.00,58.03,60.42
1505944845000,0.45,0.00,49.74,50.20
1505944945000,30.36,0.00,16.19,46.55
1505945045000,61.84,0.00,28.33,90.18
1505945145000,56.03,0.00,28.36,84.39
1505945245000,40.07,0.00,30.10,70.18
1505945345000,49.09,0.00,24.81,73.90
1505945445000,56.73,0.00,26.58,83.32
1505945545000,63.58,0.00,22.86,86.44
1505945645000,41.53,0.00,28.52,70.06
1505945745000,33.63,0.00,30.08,63.72
1505945845000,5.67,0.00,52.73,58.40
1505945945000,4.57,0.00,46.11,50.69
1505946045000,8.63,0.00,45.72,54.35
1505946145000,3.66,0.00,42.62,46.29
1505946245000,17.59,0.00,31.90,49.49
1505946345000,7.38,0.00,0.03,7.43
1505946445000,56.57,0.00,14.20,70.78
1505946545000,44.51,0.00,26.40,70.91
1505946645000,87.98,0.00,19.50,107.48
1505946745000,70.80,0.00,16.16,86.97
1505946845000,49.28,0.00,24.60,73.89
1505946945000,60.05,0.00,21.51,81.57
1505947045000,94.39,0.00,15.95,110.34
1505947145000,87.01,0.00,17.71,104.73
1505947245000,32.11,0.00,23.06,55.18
1505947345000,38.07,0.00,28.34,66.42
1505947445000,6.67,0.00,38.88,45.55
1505947545000,5.39,0.00,45.23,50.63
1505947645000,8.10,0.00,35.59,43.74
1505947745000,4.45,0.00,35.55,40.00
1505947845000,5.32,0.00,38.62,43.95
1505947945000,7.38,0.00,28.56,35.95
1505948045000,42.25,0.00,26.40,68.64
1505948145000,31.58,0.00,3.97,35.56
1505948245000,0.06,0.00,0.03,0.09
1505948345000,0.00,0.00,0.03,0.03
