timestamp_ms,fault_sec,majflt_sec,page_swaps_in_sec,page_swaps_out_sec,pgfree_sec,pgpgin_sec,pgpgout_sec,pgscand_sec,pgscank_sec,pgsteal_sec,vmeff_pct
1505941345000,7774.41,0.47,0.00,0.00,5841.40,1276.21,4558.28,0.00,0.00,0.00,0.00
1505941445000,13555.75,0.06,0.00,0.00,7241.75,146.60,7144.47,0.00,0.00,0.00,0.00
1505941545000,475.77,0.00,0.00,0.00,510.33,0.00,137.64,0.00,0.00,0.00,0.00
1505941645000,3034.18,0.01,0.00,0.00,1208.86,0.60,8.07,0.00,0.00,0.00,0.00
1505941745000,25204.74,0.04,0.00,0.00,10335.93,15.52,65.50,0.00,0.00,0.00,0.00
1505941845000,51633.12,0.58,0.00,0.00,21274.81,495.49,287.69,0.00,0.00,0.00,0.00
1505941945000,6693.15,0.01,0.00,0.00,2681.20,5.68,232.07,0.00,0.00,0.00,0.00
1505942045000,8630.45,0.40,0.00,0.00,7199.50,266.43,2712.49,0.00,0.00,0.00,0.00
1505942145000,3467.64,0.02,0.00,0.00,2040.13,156.41,330.83,0.00,0.00,0.00,0.00
1505942245000,3355.52,0.53,0.00,0.00,1997.73,1655.37,54.28,0.00,0.00,0.00,0.00
1505942345000,1889.15,0.00,0.00,0.00,1201.24,0.00,16.55,0.00,0.00,0.00,0.00
1505942445000,2092.59,0.00,0.00,0.00,1511.74,0.12,8.23,0.00,0.00,0.00,0.00
1505942545000,1511.24,0.00,0.00,0.00,865.74,0.00,10.26,0.00,0.00,0.00,0.00
1505942645000,1506.16,0.00,0.00,0.00,1111.44,0.00,10.34,0.00,0.00,0.00,0.00
1505942745000,1690.04,0.00,0.00,0.00,1206.41,0.00,8.60,0.00,0.00,0.00,0.00
1505942845000,19546.61,0.01,0.00,0.00,12874.86,1027.91,2984.37,0.00,0.00,0.00,0.00
1505942945000,43752.51,0.00,0.00,0.00,30806.01,2494.94,7341.68,0.00,0.00,0.00,0.00
1505943045000,38620.98,0.00,0.00,0.00,28008.98,1856.92,6020.51,0.00,0.00,0.00,0.00
1505943145000,42025.67,0.00,0.00,0.00,30825.75,2309.83,7125.61,0.00,0.00,0.00,0.00
1505943245000,49670.76,0.00,0.00,0.00,36977.39,2618.07,7795.85,0.00,0.00,0.00,0.00
1505943345000,45724.30,0.00,0.00,0.00,35007.87,2183.22,6709.49,0.00,0.00,0.00,0.00
1505943445000,48198.59,0.00,0.00,0.00,37722.68,2339.16,7069.45,0.00,0.00,0.00,0.00
1505943545000,32019.44,0.00,0.00,0.00,25683.20,974.95,3820.42,0.00,0.00,0.00,0.00
1505943645000,20990.56,0.00,0.00,0.00,18956.12,28.08,1611.83,0.00,0.00,0.00,0.00
1505943745000,22262.24,0.00,0.00,0.00,19712.86,30.51,1797.24,0.00,0.00,0.00,0.00
1505943845000,17097.41,0.00,0.00,0.00,15328.92,27.13,1892.67,0.00,0.00,0.00,0.00
1505943945000,49002.41,0.00,0.00,0.00,40421.08,2108.91,7282.42,0.00,0.00,0.00,0.00
1505944045000,61581.83,0.00,0.00,0.00,48949.78,2744.38,9221.69,0.00,0.00,0.00,0.00
1505944145000,55284.18,0.00,0.00,0.00,44646.11,2228.32,8148.02,0.00,0.00,0.00,0.00
1505944245000,63839.12,0.00,0.00,0.00,53256.10,2811.94,9606.88,0.00,0.00,0.00,0.00
1505944345000,56274.46,0.00,0.00,0.00,46868.67,2156.46,7691.40,0.00,0.00,0.00,0.00
1505944445000,63662.45,0.00,0.00,0.00,53855.45,2828.96,9231.90,0.00,0.00,0.00,0.00
1505944545000,59276.72,0.00,0.00,0.00,51434.39,2268.91,8019.71,0.00,0.00,0.00,0.00
1505944645000,25758.24,0.00,0.00,0.00,23043.27,31.18,2819.98,0.00,0.00,0.00,0.00
1505944745000,24238.26,0.00,0.00,0.00,21636.65,31.19,2920.93,0.00,0.00,0.00,0.00
1505944845000,23350.27,0.00,0.00,0.00,21719.45,27.13,2864.72,0.00,0.00,0.00,0.00
1505944945000,17979.86,0.05,0.00,0.00,16044.24,330.70,3407.75,0.00,0.00,0.00,0.00
1505945045000,58544.05,0.00,0.00,0.00,51887.71,2101.46,8450.89,0.00,0.00,0.00,0.00
1505945145000,66446.04,0.00,0.00,0.00,58921.71,2621.46,9820.59,0.00,0.00,0.00,0.00
1505945245000,65425.31,0.00,0.00,0.00,59028.49,2335.20,9309.09,0.00,0.00,0.00,0.00
1505945345000,64227.56,0.00,0.00,0.00,55770.05,2228.61,9052.08,0.00,0.00,0.00,0.00
1505945445000,62507.91,0.00,0.00,0.00,57836.93,2326.02,8733.63,0.00,0.00,0.00,0.00
1505945545000,62352.51,0.00,0.00,0.00,56488.85,2201.48,8489.28,0.00,0.00,0.00,0.00
1505945645000,69950.70,0.00,0.00,0.00,67369.55,2419.28,9174.55,0.00,0.00,0.00,0.00
1505945745000,63097.23,0.00,0.00,0.00,59759.00,1903.41,7992.97,0.00,0.00,0.00,0.00
1505945845000,37506.12,0.00,0.00,0.00,35061.97,27.00,3701.40,0.00,0.00,0.00,0.00
1505945945000,27438.80,0.00,0.00,0.00,25401.46,25.25,3687.05,0.00,0.00,0.00,0.00
1505946045000,25062.16,0.00,0.00,0.00,24020.70,24.57,3711.33,0.00,0.00,0.00,0.00
1505946145000,31377.22,0.00,0.00,0.00,28994.71,23.35,3871.48,0.00,0.00,0.00,0.00
1505946245000,32285.03,0.00,0.00,0.00,28661.52,17.01,3852.95,0.00,0.00,0.00,0.00
1505946345000,5785.68,0.00,0.00,0.00,4738.43,0.00,3361.30,0.00,0.00,0.00,0.00
1505946445000,54304.27,0.08,0.00,0.00,52486.53,1652.23,7902.03,0.00,0.00,0.00,0.00
1505946545000,64575.52,0.00,0.00,0.00,64330.89,1659.04,8480.22,0.00,0.00,0.00,0.00
1505946645000,71267.42,0.00,0.00,0.00,65036.35,2304.62,10112.73,0.00,0.00,0.00,0.00
1505946745000,70527.79,0.01,0.00,0.00,68559.58,2257.74,10004.20,0.00,0.00,0.00,0.00
1505946845000,68563.81,0.00,0.00,0.00,69288.65,2314.81,9823.04,0.00,0.00,0.00,0.00
1505946945000,69571.71,0.00,0.00,0.00,68114.35,2310.65,9727.23,0.00,0.00,0.00,0.00
1505947045000,63810.82,0.00,0.00,0.00,58738.90,2328.18,9754.35,0.00,0.00,0.00,0.00
1505947145000,68057.82,0.00,0.00,0.00,70141.99,2284.44,9686.41,0.00,0.00,0.00,0.00
1505947245000,73838.45,0.00,0.00,0.00,71138.00,1660.53,8258.22,0.00,0.00,0.00,0.00
1505947345000,52641.68,0.00,0.00,0.00,53574.05,1041.35,6903.88,0.00,0.00,0.00,0.00
1505947445000,39961.97,0.00,0.00,0.00,38132.21,20.79,4495.32,0.00,0.00,0.00,0.00
1505947545000,37370.34,0.00,0.00,0.00,37019.90,23.22,4628.66,0.00,0.00,0.00,0.00
1505947645000,40799.51,0.00,0.00,0.00,40261.05,19.58,4643.44,0.00,0.00,0.00,0.00
1505947745000,38875.39,0.00,0.00,0.00,38119.95,18.90,4709.51,0.00,0.00,0.00,0.00
1505947845000,49148.49,0.00,0.00,0.00,49908.82,20.79,4862.90,0.00,0.00,0.00,0.00
1505947945000,44027.76,0.00,0.00,0.00,54256.01,15.79,4881.59,0.00,0.00,0.00,0.00
1505948045000,43189.27,0.00,0.00,0.00,41110.65,828.64,6934.23,0.00,0.00,0.00,0.00
1505948145000,22236.59,0.00,0.00,0.00,19217.09,3.24,4703.76,0.00,0.00,0.00,0.00
1505948245000,6203.62,0.00,0.00,0.00,6120.84,0.00,4373.64,0.00,0.00,0.00,0.00
1505948345000,6323.56,0.00,0.00,0.00,5628.76,0.00,4408.64,0.00,0.00,0.00,0.00
