timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1505941345000,0.00,0.00,99.47,0.00,0.00,0.00,0.00,0.01,0.30,0.22
1505941445000,0.00,0.00,98.54,0.00,0.00,0.00,0.00,0.02,0.55,0.89
1505941545000,0.00,0.00,99.98,0.00,0.00,0.00,0.00,0.00,0.00,0.02
1505941645000,0.00,0.00,99.88,0.00,0.00,0.00,0.00,0.01,0.07,0.04
1505941745000,0.00,0.00,97.68,0.00,0.00,0.00,0.00,0.02,0.90,1.39
1505941845000,0.00,0.00,98.04,0.07,0.00,0.05,0.00,0.02,1.04,0.78
1505941945000,0.00,0.00,98.93,0.01,0.00,0.00,0.00,0.01,0.25,0.80
1505942045000,0.00,0.00,98.18,0.05,0.00,0.00,0.00,0.00,0.36,1.41
1505942145000,0.00,0.00,99.77,0.00,0.00,0.00,0.00,0.01,0.13,0.09
1505942245000,0.00,0.00,99.74,0.00,0.00,0.00,0.00,0.01,0.17,0.08
1505942345000,0.00,0.00,99.87,0.00,0.00,0.00,0.00,0.00,0.08,0.05
1505942445000,0.00,0.00,99.87,0.00,0.00,0.00,0.00,0.01,0.07,0.05
1505942545000,0.00,0.00,99.94,0.00,0.00,0.00,0.00,0.00,0.04,0.02
1505942645000,0.00,0.00,99.87,0.00,0.00,0.00,0.00,0.00,0.09,0.04
1505942745000,0.00,0.00,99.81,0.00,0.00,0.00,0.00,0.00,0.13,0.06
1505942845000,0.00,0.00,98.88,0.04,0.00,0.00,0.00,0.03,0.61,0.44
1505942945000,0.00,0.00,97.70,0.02,0.00,0.00,0.00,0.06,1.29,0.94
1505943045000,0.00,0.00,97.50,0.01,0.00,0.00,0.00,0.05,1.50,0.94
1505943145000,0.00,0.00,97.56,0.02,0.00,0.00,0.01,0.06,1.41,0.95
1505943245000,0.00,0.00,96.65,0.04,0.00,0.01,0.00,0.08,2.03,1.19
1505943345000,0.00,0.00,95.19,0.02,0.00,0.00,0.01,0.06,3.14,1.58
1505943445000,0.00,0.00,95.22,0.18,0.00,0.00,0.00,0.07,3.12,1.41
1505943545000,0.00,0.00,96.94,0.01,0.00,0.00,0.00,0.05,2.09,0.90
1505943645000,0.00,0.00,97.94,0.00,0.00,0.00,0.00,0.02,1.49,0.54
1505943745000,0.00,0.00,97.29,0.02,0.00,0.00,0.00,0.03,1.91,0.75
1505943845000,0.00,0.00,97.28,0.08,0.00,0.00,0.00,0.04,2.08,0.52
1505943945000,0.00,0.00,94.28,0.25,0.00,0.00,0.02,0.12,3.71,1.62
1505944045000,0.00,0.00,93.43,0.05,0.00,0.00,0.01,0.11,4.34,2.06
1505944145000,0.00,0.00,94.06,0.10,0.00,0.00,0.03,0.13,4.10,1.57
1505944245000,0.00,0.00,92.28,0.15,0.00,0.00,0.02,0.12,5.23,2.20
1505944345000,0.00,0.00,93.07,0.01,0.00,0.00,0.01,0.14,4.78,1.99
1505944445000,0.00,0.00,90.84,0.04,0.00,0.00,0.02,0.15,5.21,3.73
1505944545000,0.00,0.00,91.80,0.06,0.00,0.00,0.01,0.13,5.58,2.41
1505944645000,0.00,0.00,94.37,0.01,0.00,0.01,0.01,0.09,4.21,1.30
1505944745000,0.00,0.00,94.36,0.08,0.00,0.00,0.01,0.10,4.55,0.89
1505944845000,0.00,0.00,95.30,0.00,0.00,0.00,0.01,0.11,3.76,0.82
1505944945000,0.00,0.00,95.71,0.04,0.00,0.00,0.01,0.12,3.20,0.91
1505945045000,0.00,0.00,89.40,0.08,0.00,0.00,0.03,0.18,6.79,3.52
1505945145000,0.00,0.00,89.10,0.04,0.00,0.00,0.03,0.19,7.44,3.20
1505945245000,0.00,0.00,86.51,0.05,0.00,0.00,0.04,0.17,9.22,4.00
1505945345000,0.00,0.00,89.63,0.02,0.00,0.00,0.03,0.20,6.88,3.23
1505945445000,0.00,0.00,85.58,0.02,0.00,0.00,0.02,0.18,10.07,4.13
1505945545000,0.00,0.00,84.31,0.40,0.00,0.00,0.03,0.18,10.11,4.96
1505945645000,0.00,0.00,88.61,0.04,0.00,0.00,0.03,0.20,8.43,2.67
1505945745000,0.00,0.00,88.21,0.05,0.00,0.02,0.03,0.18,8.54,2.96
1505945845000,0.00,0.00,93.52,0.00,0.00,0.00,0.03,0.16,5.28,1.01
1505945945000,0.00,0.00,94.65,0.01,0.00,0.00,0.00,0.19,4.39,0.76
1505946045000,0.00,0.00,91.55,0.01,0.00,0.00,0.01,0.18,7.08,1.16
1505946145000,0.00,0.00,89.54,0.03,0.00,0.00,0.01,0.16,7.95,2.30
1505946245000,0.00,0.00,91.48,0.00,0.00,0.01,0.03,0.18,6.27,2.03
1505946345000,0.00,0.00,96.97,0.00,0.00,0.00,0.01,0.19,2.44,0.38
1505946445000,0.00,0.00,87.37,0.04,0.00,0.00,0.01,0.21,9.27,3.10
1505946545000,0.00,0.00,85.30,0.05,0.00,0.00,0.04,0.21,10.48,3.92
1505946645000,0.00,0.00,79.68,0.10,0.00,0.00,0.06,0.23,13.92,6.01
1505946745000,0.00,0.00,82.34,0.04,0.00,0.00,0.05,0.21,13.09,4.27
1505946845000,0.00,0.00,85.58,0.13,0.00,0.00,0.02,0.22,9.93,4.13
1505946945000,0.00,0.00,83.07,0.11,0.00,0.01,0.04,0.22,11.98,4.56
1505947045000,0.00,0.00,81.39,0.14,0.00,0.01,0.07,0.25,12.24,5.89
1505947145000,0.00,0.00,82.23,0.01,0.00,0.00,0.04,0.24,12.92,4.56
1505947245000,0.00,0.00,83.99,0.02,0.00,0.00,0.02,0.20,11.06,4.71
1505947345000,0.00,0.00,86.36,0.02,0.00,0.01,0.02,0.20,9.79,3.61
1505947445000,0.00,0.00,91.06,0.00,0.00,0.00,0.02,0.20,6.66,2.06
1505947545000,0.00,0.00,90.17,0.02,0.00,0.02,0.02,0.20,7.38,2.19
1505947645000,0.00,0.00,86.28,0.01,0.00,0.00,0.00,0.18,11.81,1.71
1505947745000,0.00,0.00,85.47,0.01,0.00,0.03,0.00,0.20,12.51,1.79
1505947845000,0.00,0.00,91.96,0.00,0.00,0.02,0.01,0.27,6.32,1.42
1505947945000,0.00,0.00,88.34,0.00,0.00,0.00,0.00,0.20,9.20,2.26
1505948045000,0.00,0.00,84.03,0.32,0.00,0.00,0.02,0.22,9.96,5.45
1505948145000,0.00,0.00,91.87,0.00,0.00,0.00,0.02,0.22,4.79,3.10
1505948245000,0.00,0.00,97.13,0.00,0.00,0.00,0.00,0.23,2.25,0.39
1505948345000,0.00,0.00,96.22,0.00,0.00,0.00,0.00,0.22,3.03,0.53
