timestamp_ms,commit_pct,hugeused_pct,kbactive,kbanonpg,kbbuffers,kbcached,kbcommit,kbdirty,kbhugefree,kbhugeused,kbinactive,kbkstack,kbmemfree,kbmemused,kbpgtbl,kbslab,kbswpcad,kbswpfree,kbswpused,kbvmused,memused_pct,swpcad_pct,swpused_pct
1505941345000,1.82,0.00,303104,154068,2124,497660,1199020,1560,0,0,334164,7216,64528656,1265224,6320,152348,0,0,0,149940,1.92,0.00,0.00
1505941445000,1.90,0.00,1058612,157028,2124,1223360,1251020,12440,0,0,307812,7344,63747252,2046628,6716,193704,0,0,0,149940,3.11,0.00,0.00
1505941545000,1.91,0.00,1061472,159668,2124,1223540,1257932,36,0,0,307268,7216,63749960,2043920,6056,193788,0,0,0,149940,3.11,0.00,0.00
1505941645000,2.03,0.00,1105328,201512,2124,1224016,1333820,1568,0,0,305188,7280,63701520,2092360,7316,200088,0,0,0,149940,3.18,0.00,0.00
1505941745000,1.88,0.00,1058268,150604,2124,1227196,1238748,2520,0,0,305252,7184,63743000,2050880,6564,204876,0,0,0,149940,3.12,0.00,0.00
1505941845000,2.04,0.00,1137692,304204,2124,1287024,1341704,18676,0,0,298544,7472,63506648,2287232,6668,225296,0,0,0,149940,3.48,0.00,0.00
1505941945000,2.11,0.00,1140700,304832,2124,1288172,1387808,1836,0,0,299084,7584,63501500,2292380,6916,226584,0,0,0,149940,3.48,0.00,0.00
1505942045000,2.80,0.00,1244832,349092,4192,1557144,1840700,100,0,0,508948,8624,63117464,2676416,8164,276328,0,0,0,149952,4.07,0.00,0.00
1505942145000,3.46,0.00,1288428,407644,4268,1558920,2276168,528,0,0,502324,9680,63057548,2736332,9488,275192,0,0,0,151124,4.16,0.00,0.00
1505942245000,3.47,0.00,1293904,407564,4268,1724304,2282292,20,0,0,664064,9760,62886692,2907188,9164,275956,0,0,0,151124,4.42,0.00,0.00
1505942345000,3.48,0.00,1294708,408156,4268,1724272,2290816,20,0,0,663952,9760,62886684,2907196,9304,275852,0,0,0,151172,4.42,0.00,0.00
1505942445000,3.53,0.00,1333164,409728,4268,1724564,2322960,188,0,0,627244,9824,62885160,2908720,9192,276092,0,0,0,151176,4.42,0.00,0.00
1505942545000,3.57,0.00,1341844,418292,4268,1724672,2348704,24,0,0,627212,9824,62874340,2919540,9212,276068,0,0,0,151172,4.44,0.00,0.00
1505942645000,3.57,0.00,1344364,420684,4268,1724784,2348732,8,0,0,627224,9840,62873072,2920808,9216,275804,0,0,0,151172,4.44,0.00,0.00
1505942745000,3.58,0.00,1346552,419924,4268,1724888,2356864,28,0,0,627200,9856,62870196,2923684,9096,275544,0,0,0,151176,4.44,0.00,0.00
1505942845000,4.97,0.00,1449808,529172,4348,1728004,3269764,1748,0,0,627952,18656,62677496,3116384,11048,301124,0,0,0,180376,4.74,0.00,0.00
1505942945000,7.77,0.00,1611524,701640,4348,1736332,5113148,1848,0,0,636620,37568,62294528,3499352,12976,372324,0,0,0,308448,5.32,0.00,0.00
1505943045000,13.18,0.00,1886368,980572,4348,1746280,8670500,2596,0,0,635492,54528,61854496,3939384,16076,426892,0,0,0,383736,5.99,0.00,0.00
1505943145000,13.26,0.00,1925212,1034156,4416,1757708,8724264,3804,0,0,640864,70496,61597980,4195900,16920,493636,0,0,0,475896,6.38,0.00,0.00
1505943245000,15.78,0.00,2090732,1206036,5132,1781188,10381524,3880,0,0,657780,89616,61212892,4580988,17816,570308,0,0,0,565204,6.96,0.00,0.00
