timestamp_ms,datagram_fragments_gen_sec,datagrams_delivered_sec,datagrams_fragmented_ok_sec,datagrams_output_requests_sec,datagrams_reassmbled_sec,fragments_rx_need_reassemble_sec,rx_datagrams_forwarded_sec,rx_datagrams_header_err_sec,rx_datagrams_invalid_addr_sec,rx_datagrams_nobuff_sec,rx_datagrams_reassmbly_fail_sec,rx_datagrams_sec,rx_datagrams_unknown_proto_sec,tx_datagrams_fragment_fail_sec,tx_datagrams_nobuff_sec,tx_datagrams_noroute_sec
1505941345000,0.00,124.84,0.00,113.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,124.84,0.00,0.00,0.00,0.00
1505941445000,0.00,147.35,0.00,139.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,147.35,0.00,0.00,0.00,0.00
1505941545000,0.00,10.64,0.00,10.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.64,0.00,0.00,0.00,0.00
1505941645000,0.00,19.21,0.00,19.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.21,0.00,0.00,0.00,0.00
1505941745000,0.00,76.77,0.00,79.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76.77,0.00,0.00,0.00,0.00
1505941845000,0.00,67.83,0.00,70.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67.83,0.00,0.00,0.00,0.00
1505941945000,0.00,25.06,0.00,25.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.06,0.00,0.00,0.00,0.00
1505942045000,0.00,157.62,0.00,104.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,157.62,0.00,0.00,0.00,0.00
1505942145000,0.00,14.33,0.00,13.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.33,0.00,0.00,0.00,0.00
1505942245000,0.00,7.67,0.00,8.40,0.00,0.00,0.90,0.00,0.00,0.00,0.00,8.57,0.00,0.00,0.00,0.00
1505942345000,0.00,5.74,0.00,5.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.74,0.00,0.00,0.00,0.00
1505942445000,0.00,6.03,0.00,5.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.03,0.00,0.00,0.00,0.00
1505942545000,0.00,5.62,0.00,5.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.62,0.00,0.00,0.00,0.00
1505942645000,0.00,6.61,0.00,6.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.61,0.00,0.00,0.00,0.00
1505942745000,0.00,6.09,0.00,5.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.09,0.00,0.00,0.00,0.00
1505942845000,0.00,143.73,0.00,138.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,143.73,0.00,0.00,0.00,0.00
1505942945000,0.00,458.59,0.00,439.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,458.59,0.00,0.00,0.00,0.00
1505943045000,0.00,534.61,0.00,518.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,534.61,0.00,0.00,0.00,0.00
1505943145000,0.00,701.56,0.00,689.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,701.56,0.00,0.00,0.00,0.00
1505943245000,0.00,866.75,0.00,855.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,866.75,0.00,0.00,0.00,0.00
1505943345000,0.00,813.84,0.00,799.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,813.84,0.00,0.00,0.00,0.00
1505943445000,0.00,891.81,0.00,881.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,891.81,0.00,0.00,0.00,0.00
1505943545000,0.00,685.50,0.00,687.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,685.50,0.00,0.00,0.00,0.00
1505943645000,0.00,543.00,0.00,550.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,543.00,0.00,0.00,0.00,0.00
1505943745000,0.00,425.68,0.00,409.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,425.68,0.00,0.00,0.00,0.00
1505943845000,0.00,445.77,0.00,420.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,445.77,0.00,0.00,0.00,0.00
1505943945000,0.00,2238.10,0.00,2231.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2238.10,0.00,0.00,0.00,0.00
1505944045000,0.00,910.02,0.00,888.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,910.02,0.00,0.00,0.00,0.00
1505944145000,0.00,1602.10,0.00,1600.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1602.10,0.00,0.00,0.00,0.00
1505944245000,0.00,1291.52,0.00,1272.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1291.52,0.00,0.00,0.00,0.00
1505944345000,0.00,1113.89,0.00,1113.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1113.89,0.00,0.00,0.00,0.00
1505944445000,0.00,1576.49,0.00,1561.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1576.49,0.00,0.00,0.00,0.00
1505944545000,0.00,1198.24,0.00,1195.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1198.24,0.00,0.00,0.00,0.00
