timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1505941345000,0.00,0.00,99.05,0.00,0.00,0.00,0.01,0.01,0.22,0.71
1505941445000,0.00,0.00,98.13,0.00,0.00,0.00,0.03,0.00,0.39,1.45
1505941545000,0.00,0.00,99.92,0.00,0.00,0.00,0.00,0.00,0.05,0.03
1505941645000,0.00,0.00,99.77,0.00,0.00,0.00,0.00,0.01,0.04,0.18
1505941745000,0.00,0.00,97.23,0.00,0.00,0.00,0.01,0.01,0.44,2.31
1505941845000,0.00,0.00,97.62,0.09,0.00,0.25,0.01,0.02,1.15,0.85
1505941945000,0.00,0.00,98.84,0.00,0.00,0.00,0.01,0.01,0.26,0.88
1505942045000,0.00,0.00,97.60,0.12,0.00,0.00,0.04,0.05,0.62,1.57
1505942145000,0.00,0.00,99.59,0.00,0.00,0.00,0.01,0.01,0.16,0.23
1505942245000,0.00,0.00,99.62,0.00,0.00,0.00,0.00,0.01,0.23,0.14
1505942345000,0.00,0.00,99.74,0.00,0.00,0.00,0.00,0.01,0.16,0.09
1505942445000,0.00,0.00,99.74,0.00,0.00,0.00,0.01,0.01,0.14,0.10
1505942545000,0.00,0.00,99.73,0.00,0.00,0.00,0.00,0.01,0.14,0.12
1505942645000,0.00,0.00,99.74,0.00,0.00,0.00,0.00,0.01,0.15,0.10
1505942745000,0.00,0.00,99.77,0.00,0.00,0.00,0.00,0.00,0.12,0.11
1505942845000,0.00,0.00,97.80,0.00,0.00,0.00,0.06,0.04,0.74,1.36
1505942945000,0.00,0.00,94.50,0.02,0.00,0.01,0.17,0.08,1.97,3.25
1505943045000,0.00,0.00,94.61,0.02,0.00,0.00,0.19,0.08,1.89,3.20
1505943145000,0.00,0.00,93.01,0.09,0.00,0.00,0.24,0.09,2.59,3.98
1505943245000,0.00,0.00,91.93,0.04,0.00,0.00,0.29,0.10,3.33,4.30
1505943345000,0.00,0.00,91.54,0.02,0.00,0.00,0.28,0.09,3.75,4.31
1505943445000,0.00,0.00,91.73,0.09,0.00,0.00,0.30,0.10,3.47,4.31
1505943545000,0.00,0.00,93.62,0.02,0.00,0.00,0.22,0.07,3.09,2.97
1505943645000,0.00,0.00,95.01,0.00,0.00,0.01,0.13,0.04,2.76,2.05
1505943745000,0.00,0.00,96.17,0.00,0.00,0.00,0.10,0.05,2.55,1.14
1505943845000,0.00,0.00,96.64,0.01,0.00,0.00,0.12,0.05,2.15,1.04
1505943945000,0.00,0.00,85.11,0.15,0.00,0.00,0.76,0.15,6.38,7.44
1505944045000,0.00,0.00,89.56,0.08,0.00,0.00,0.32,0.14,5.46,4.43
1505944145000,0.00,0.00,87.23,0.04,0.00,0.01,0.54,0.15,6.47,5.56
1505944245000,0.00,0.00,88.49,0.10,0.00,0.00,0.47,0.17,5.72,5.05
1505944345000,0.00,0.00,87.62,0.03,0.00,0.00,0.34,0.16,6.70,5.15
1505944445000,0.00,0.00,85.70,0.06,0.00,0.00,0.54,0.18,8.03,5.49
1505944545000,0.00,0.00,88.36,0.04,0.00,0.00,0.36,0.15,6.55,4.54
1505944645000,0.00,0.00,93.86,0.03,0.00,0.01,0.07,0.10,4.40,1.53
1505944745000,0.00,0.00,93.51,0.14,0.00,0.00,0.06,0.11,4.59,1.59
1505944845000,0.00,0.00,91.94,0.03,0.00,0.00,0.07,0.11,6.36,1.48
1505944945000,0.00,0.00,92.72,0.05,0.00,0.00,0.34,0.14,3.66,3.08
1505945045000,0.00,0.00,82.21,0.06,0.00,0.00,0.84,0.21,9.71,6.97
1505945145000,0.00,0.00,83.32,0.05,0.00,0.00,0.74,0.23,9.33,6.34
1505945245000,0.00,0.00,83.59,0.09,0.00,0.00,0.57,0.22,9.04,6.49
