38.69s of 45.75s total (84.57%)
Dropped 1140 nodes (cum <= 0.23s)
      flat  flat%   sum%        cum   cum%
     9.64s 21.07% 21.07%      9.79s 21.40%  syscall.Syscall
     4.94s 10.80% 31.87%      9.49s 20.74%  runtime.scanobject
     2.97s  6.49% 38.36%      3.02s  6.60%  syscall.Syscall6
     2.87s  6.27% 44.63%      2.88s  6.30%  runtime.greyobject
     2.36s  5.16% 49.79%      2.36s  5.16%  math/big.addMulVVW
     1.84s  4.02% 53.81%      1.84s  4.02%  runtime.memclrNoHeapPointers
     1.80s  3.93% 57.75%      1.80s  3.93%  runtime.heapBitsForObject
     1.58s  3.45% 61.20%      2.90s  6.34%  strings.FieldsFunc
     1.18s  2.58% 63.78%      1.18s  2.58%  runtime.futex
     1.04s  2.27% 66.05%      1.05s  2.30%  runtime.heapBitsSetType
     1.02s  2.23% 68.28%      4.50s  9.84%  runtime.mallocgc
     1.02s  2.23% 70.51%      1.02s  2.23%  runtime.memmove
     0.53s  1.16% 71.67%      2.99s  6.54%  math/big.nat.montgomery
     0.53s  1.16% 72.83%      2.06s  4.50%  runtime.mapassign
     0.43s  0.94% 73.77%      0.43s  0.94%  syscall.RawSyscall6
     0.40s  0.87% 74.64%      0.40s  0.87%  strconv.ParseUint
     0.39s  0.85% 75.50%      0.39s  0.85%  runtime.aeshashbody
     0.35s  0.77% 76.26%      0.89s  1.95%  math/big.nat.divLarge
     0.26s  0.57% 76.83%      0.26s  0.57%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.splitBlkioStatLine
     0.24s  0.52% 77.36%      9.76s 21.33%  runtime.gcDrain
     0.20s  0.44% 77.79%      0.34s  0.74%  runtime.evacuate
     0.19s  0.42% 78.21%      0.85s  1.86%  runtime.gentraceback
     0.19s  0.42% 78.62%      0.37s  0.81%  runtime.typedmemmove
     0.16s  0.35% 78.97%      0.23s   0.5%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/iptables.ReadLine
     0.16s  0.35% 79.32%      0.37s  0.81%  runtime.mapaccess2
     0.14s  0.31% 79.63%      0.29s  0.63%  bytes.(*Buffer).WriteString
     0.14s  0.31% 79.93%      3.52s  7.69%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.(*Proxier).syncProxyRules
     0.11s  0.24% 80.17%     10.44s 22.82%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getBlkioStat
     0.11s  0.24% 80.42%      0.66s  1.44%  runtime.selectgoImpl
     0.10s  0.22% 80.63%      0.41s   0.9%  encoding/json.(*Decoder).readValue
     0.10s  0.22% 80.85%      0.32s   0.7%  runtime.makemap
     0.09s   0.2% 81.05%      0.92s  2.01%  runtime.findrunnable
     0.09s   0.2% 81.25%      0.36s  0.79%  runtime.pcvalue
     0.08s  0.17% 81.42%      0.78s  1.70%  encoding/json.(*decodeState).object
     0.08s  0.17% 81.60%      0.55s  1.20%  runtime.rawstring
     0.08s  0.17% 81.77%      0.24s  0.52%  runtime.step
     0.07s  0.15% 81.92%      2.44s  5.33%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.DiskStatsCopy
     0.07s  0.15% 82.08%      0.43s  0.94%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.writeLine
     0.07s  0.15% 82.23%      1.55s  3.39%  runtime.makeslice
     0.07s  0.15% 82.38%      0.26s  0.57%  runtime.memhash
     0.07s  0.15% 82.54%     13.11s 28.66%  runtime.systemstack
     0.06s  0.13% 82.67%      8.17s 17.86%  bufio.(*Scanner).Scan
     0.06s  0.13% 82.80%      0.30s  0.66%  runtime.memhash128
     0.06s  0.13% 82.93%      0.96s  2.10%  runtime.newobject
     0.06s  0.13% 83.06%      0.74s  1.62%  runtime.slicebytetostring
     0.06s  0.13% 83.19%      0.28s  0.61%  runtime.sweepone
     0.04s 0.087% 83.28%      3.06s  6.69%  math/big.nat.expNNMontgomery
     0.04s 0.087% 83.37%      0.45s  0.98%  runtime.notesleep
