31.07s of 39.27s total (79.12%)
Dropped 1137 nodes (cum <= 0.20s)
      flat  flat%   sum%        cum   cum%
     8.36s 21.29% 21.29%      8.49s 21.62%  syscall.Syscall
     4.02s 10.24% 31.53%      4.02s 10.24%  math/big.addMulVVW
     3.49s  8.89% 40.41%      6.46s 16.45%  runtime.scanobject
     2.09s  5.32% 45.73%      2.10s  5.35%  runtime.greyobject
     1.26s  3.21% 48.94%      1.26s  3.21%  runtime.memclrNoHeapPointers
     1.17s  2.98% 51.92%      5.67s 14.44%  math/big.nat.montgomery
     1.17s  2.98% 54.90%      1.17s  2.98%  runtime.futex
     1.12s  2.85% 57.75%      1.12s  2.85%  runtime.memmove
     0.93s  2.37% 60.12%      0.93s  2.37%  runtime.heapBitsForObject
     0.87s  2.22% 62.34%      0.89s  2.27%  syscall.Syscall6
     0.69s  1.76% 64.09%      2.96s  7.54%  runtime.mallocgc
     0.49s  1.25% 65.34%      0.53s  1.35%  runtime.heapBitsSetType
     0.46s  1.17% 66.51%      1.48s  3.77%  math/big.nat.divLarge
     0.45s  1.15% 67.66%      1.01s  2.57%  strings.FieldsFunc
     0.36s  0.92% 68.58%      1.10s  2.80%  runtime.mapassign
     0.33s  0.84% 69.42%      0.33s  0.84%  math/big.mulAddVWW
     0.29s  0.74% 70.16%      0.29s  0.74%  vendor/golang_org/x/crypto/curve25519.ladderstep
     0.28s  0.71% 70.87%      0.28s  0.71%  encoding/json.stateInString
     0.26s  0.66% 71.53%      1.19s  3.03%  runtime.gentraceback
     0.22s  0.56% 72.09%      0.24s  0.61%  runtime.findfunc
     0.18s  0.46% 72.55%      6.74s 17.16%  runtime.gcDrain
     0.17s  0.43% 72.98%      0.58s  1.48%  encoding/json.(*Decoder).readValue
     0.16s  0.41% 73.39%      0.31s  0.79%  runtime.step
     0.14s  0.36% 73.75%      0.28s  0.71%  encoding/json.(*decodeState).scanWhile
     0.14s  0.36% 74.10%      0.53s  1.35%  runtime.pcvalue
     0.11s  0.28% 74.38%      1.43s  3.64%  encoding/json.(*decodeState).object
     0.11s  0.28% 74.66%      1.13s  2.88%  runtime.findrunnable
     0.10s  0.25% 74.92%      0.71s  1.81%  runtime.(*mcentral).cacheSpan
