302.54MB of 309.01MB total (97.91%)
Dropped 1729 nodes (cum <= 1.55MB)
      flat  flat%   sum%        cum   cum%
  136.53MB 44.18% 44.18%   138.68MB 44.88%  runtime.mapassign
   78.50MB 25.40% 69.59%    78.50MB 25.40%  runtime.rawstringtmp
   32.80MB 10.61% 80.20%    32.80MB 10.61%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.DiskStatsCopy1
      32MB 10.36% 90.56%       32MB 10.36%  runtime.makemap
    6.34MB  2.05% 92.61%     6.34MB  2.05%  bytes.makeSlice
    5.06MB  1.64% 94.25%     5.06MB  1.64%  github.com/openshift/origin/vendor/github.com/beorn7/perks/quantile.NewTargeted
    3.07MB  0.99% 95.24%    81.07MB 26.23%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getBlkioStat
    2.15MB   0.7% 95.94%     2.15MB   0.7%  runtime.hashGrow
       2MB  0.65% 96.58%   198.83MB 64.34%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.newContainerStats
       2MB  0.65% 97.23%        2MB  0.65%  strings.FieldsFunc
    1.58MB  0.51% 97.74%     1.58MB  0.51%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*ClientConn).frameScratchBuffer
    0.50MB  0.16% 97.91%     5.56MB  1.80%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.newSummary
         0     0% 97.91%     4.81MB  1.56%  bytes.(*Buffer).ReadFrom
         0     0% 97.91%     3.01MB  0.98%  github.com/openshift/origin/pkg/cmd/infra/builder.init
         0     0% 97.91%    10.44MB  3.38%  github.com/openshift/origin/pkg/cmd/openshift.init
         0     0% 97.91%     4.92MB  1.59%  github.com/openshift/origin/pkg/cmd/server/start.init
         0     0% 97.91%     2.01MB  0.65%  github.com/openshift/origin/pkg/cmd/util/clientcmd.init
         0     0% 97.91%     3.01MB  0.98%  github.com/openshift/origin/pkg/oc/cli/cmd.init
         0     0% 97.91%     2.01MB  0.65%  github.com/openshift/origin/pkg/oc/cli/describe.init
         0     0% 97.91%        2MB  0.65%  github.com/openshift/origin/vendor/github.com/gogo/protobuf/proto.Unmarshal
         0     0% 97.91%        2MB  0.65%  github.com/openshift/origin/vendor/github.com/gogo/protobuf/proto.UnmarshalMerge
         0     0% 97.91%    47.65MB 15.42%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/docker.(*dockerContainerHandler).GetStats
         0     0% 97.91%   196.33MB 63.53%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.DiskStatsCopy
         0     0% 97.91%   279.90MB 90.58%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.GetStats
         0     0% 97.91%   196.33MB 63.53%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.setDiskIoStats
         0     0% 97.91%   232.25MB 75.16%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).GetStats
         0     0% 97.91%     3.27MB  1.06%  github.com/openshift/origin/vendor/github.com/google/cadvisor/http.init
         0     0% 97.91%   280.40MB 90.74%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).housekeeping
         0     0% 97.91%   280.40MB 90.74%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).housekeepingTick
         0     0% 97.91%   280.40MB 90.74%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).updateStats
         0     0% 97.91%     2.77MB   0.9%  github.com/openshift/origin/vendor/github.com/google/cadvisor/pages/static.Asset
         0     0% 97.91%     2.77MB   0.9%  github.com/openshift/origin/vendor/github.com/google/cadvisor/pages/static.bindataRead
         0     0% 97.91%     2.77MB   0.9%  github.com/openshift/origin/vendor/github.com/google/cadvisor/pages/static.init
         0     0% 97.91%    81.07MB 26.23%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*BlkioGroup).GetStats
         0     0% 97.91%    81.07MB 26.23%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*Manager).GetStats
         0     0% 97.91%    81.07MB 26.23%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getStats
         0     0% 97.91%     4.04MB  1.31%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.(*MetricVec).GetMetricWithLabelValues
         0     0% 97.91%     4.04MB  1.31%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.(*MetricVec).WithLabelValues
         0     0% 97.91%     4.04MB  1.31%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.(*MetricVec).getOrCreateMetricWithLabelValues
         0     0% 97.91%     4.04MB  1.31%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.(*SummaryVec).WithLabelValues
         0     0% 97.91%     5.06MB  1.64%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.(*summary).newStream
         0     0% 97.91%     4.04MB  1.31%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.NewSummaryVec.func1
         0     0% 97.91%     1.58MB  0.51%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*Transport).getBodyWriterState.func1
         0     0% 97.91%     1.58MB  0.51%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*clientStream).writeRequestBody
         0     0% 97.91%     2.02MB  0.65%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).handleStream
         0     0% 97.91%     2.02MB  0.65%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).processUnaryRPC
         0     0% 97.91%     2.02MB  0.65%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).serveStreams.func1.1
         0     0% 97.91%     2.50MB  0.81%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/runtime.Decode
         0     0% 97.91%        2MB  0.65%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/runtime/serializer/protobuf.(*Serializer).Decode
         0     0% 97.91%        2MB  0.65%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/runtime/serializer/protobuf.unmarshalToObject
         0     0% 97.91%     2.51MB  0.81%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.JitterUntil
         0     0% 97.91%     2.51MB  0.81%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.JitterUntil.func1
         0     0% 97.91%     2.51MB  0.81%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.Until
         0     0% 97.91%     2.50MB  0.81%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/watch.(*StreamWatcher).receive
         0     0% 97.91%     2.50MB  0.81%  github.com/openshift/origin/vendor/k8s.io/client-go/rest/watch.(*Decoder).Decode
         0     0% 97.91%     3.92MB  1.27%  github.com/openshift/origin/vendor/k8s.io/kubernetes/cmd/kubelet/app.init
         0     0% 97.91%     3.27MB  1.06%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cadvisor.init
         0     0% 97.91%     3.27MB  1.06%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cm.init
         0     0% 97.91%     3.27MB  1.06%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server.init
         0     0% 97.91%     4.81MB  1.56%  io.Copy
         0     0% 97.91%     4.81MB  1.56%  io.copyBuffer
         0     0% 97.91%    10.44MB  3.38%  main.init
         0     0% 97.91%     2.04MB  0.66%  os/exec.(*Cmd).Start.func1
         0     0% 97.91%     2.04MB  0.66%  os/exec.(*Cmd).writerDescriptor.func1
         0     0% 97.91%   307.51MB 99.51%  runtime.goexit
         0     0% 97.91%    11.44MB  3.70%  runtime.main
         0     0% 97.91%    78.50MB 25.40%  runtime.slicebytetostring
