91.38MB of 91.38MB total (  100%)
Dropped 1270 nodes (cum <= 0.46MB)
      flat  flat%   sum%        cum   cum%
   35.51MB 38.86% 38.86%    37.66MB 41.21%  runtime.mapassign
      18MB 19.70% 58.56%       18MB 19.70%  runtime.rawstringtmp
    8.84MB  9.67% 68.23%     8.84MB  9.67%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.DiskStatsCopy1
    8.50MB  9.30% 77.53%     8.50MB  9.30%  runtime.makemap
    5.06MB  5.54% 83.07%     5.06MB  5.54%  github.com/openshift/origin/vendor/github.com/beorn7/perks/quantile.NewTargeted
    4.27MB  4.67% 87.74%     4.27MB  4.67%  bytes.makeSlice
    2.15MB  2.35% 90.09%     2.15MB  2.35%  runtime.hashGrow
    1.58MB  1.73% 91.82%     1.58MB  1.73%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*ClientConn).frameScratchBuffer
    1.50MB  1.64% 93.47%    50.35MB 55.10%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.newContainerStats
    0.88MB  0.96% 94.43%     0.88MB  0.96%  compress/flate.NewWriter
    0.58MB  0.63% 95.06%     0.58MB  0.63%  crypto/elliptic.initTable
    0.51MB  0.55% 95.62%     0.51MB  0.55%  regexp/syntax.(*compiler).quest
    0.50MB  0.55% 96.17%     0.50MB  0.55%  math/rand.NewSource
    0.50MB  0.55% 96.72%     5.56MB  6.09%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.newSummary
    0.50MB  0.55% 97.26%     0.50MB  0.55%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*ExecSyncResponse).Unmarshal
    0.50MB  0.55% 97.81%     0.50MB  0.55%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/client/informers/informers_generated/internalversion/core/internalversion.newServiceInformer
    0.50MB  0.55% 98.36%     0.50MB  0.55%  runtime.malg
    0.50MB  0.55% 98.91%     0.50MB  0.55%  reflect.unsafe_New
    0.50MB  0.55% 99.45%     0.50MB  0.55%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/api/v1.(*Endpoints).Unmarshal
    0.50MB  0.55%   100%     0.50MB  0.55%  reflect.unsafe_NewArray
         0     0%   100%     3.56MB  3.90%  bytes.(*Buffer).ReadFrom
         0     0%   100%     0.71MB  0.77%  bytes.(*Buffer).WriteString
         0     0%   100%     0.71MB  0.77%  bytes.(*Buffer).grow
         0     0%   100%     0.88MB  0.96%  compress/flate.NewWriterDict
         0     0%   100%     0.88MB  0.96%  compress/zlib.(*Writer).Write
         0     0%   100%     0.88MB  0.96%  compress/zlib.(*Writer).writeHeader
         0     0%   100%     0.58MB  0.63%  crypto/elliptic.(*p256Point).p256BaseMult
         0     0%   100%     0.58MB  0.63%  crypto/elliptic.GenerateKey
         0     0%   100%     0.58MB  0.63%  crypto/elliptic.p256Curve.ScalarBaseMult
         0     0%   100%     1.08MB  1.18%  crypto/tls.(*Conn).Handshake
         0     0%   100%     1.08MB  1.18%  crypto/tls.(*Conn).clientHandshake
         0     0%   100%     1.08MB  1.18%  crypto/tls.(*clientHandshakeState).doFullHandshake
         0     0%   100%     0.58MB  0.63%  crypto/tls.(*ecdheKeyAgreement).generateClientKeyExchange
         0     0%   100%     0.50MB  0.55%  crypto/x509.(*CertPool).AppendCertsFromPEM
         0     0%   100%     0.50MB  0.55%  crypto/x509.(*Certificate).Verify
         0     0%   100%     0.50MB  0.55%  crypto/x509.ParseCertificate
         0     0%   100%     0.50MB  0.55%  crypto/x509.initSystemRoots
         0     0%   100%     0.50MB  0.55%  crypto/x509.loadSystemRoots
         0     0%   100%     0.50MB  0.55%  crypto/x509.parseCertificate
         0     0%   100%     0.50MB  0.55%  crypto/x509.systemRootsPool
         0     0%   100%     0.50MB  0.55%  encoding/asn1.Unmarshal
         0     0%   100%     0.50MB  0.55%  encoding/asn1.UnmarshalWithParams
         0     0%   100%     0.50MB  0.55%  encoding/asn1.parseField
         0     0%   100%     0.50MB  0.55%  encoding/asn1.parseSequenceOf
         0     0%   100%     0.88MB  0.96%  encoding/binary.Write
         0     0%   100%     0.50MB  0.55%  encoding/json.(*decodeState).object
         0     0%   100%     0.50MB  0.55%  encoding/json.(*decodeState).unmarshal
         0     0%   100%     0.50MB  0.55%  encoding/json.(*decodeState).value
         0     0%   100%     0.50MB  0.55%  encoding/json.Unmarshal
         0     0%   100%     1.01MB  1.10%  github.com/openshift/origin/pkg/api/install.init
         0     0%   100%     1.51MB  1.66%  github.com/openshift/origin/pkg/client/testclient.init
         0     0%   100%     3.01MB  3.30%  github.com/openshift/origin/pkg/cmd/infra/builder.init
         0     0%   100%     0.50MB  0.55%  github.com/openshift/origin/pkg/cmd/infra/router.init
         0     0%   100%     0.50MB  0.55%  github.com/openshift/origin/pkg/cmd/openshift.CommandFor
         0     0%   100%     0.50MB  0.55%  github.com/openshift/origin/pkg/cmd/openshift.NewCommandOpenShift
         0     0%   100%    10.44MB 11.42%  github.com/openshift/origin/pkg/cmd/openshift.init
         0     0%   100%     1.01MB  1.10%  github.com/openshift/origin/pkg/cmd/server/api/install.init
         0     0%   100%     1.01MB  1.10%  github.com/openshift/origin/pkg/cmd/server/api/v1.init
         0     0%   100%     1.01MB  1.10%  github.com/openshift/origin/pkg/cmd/server/bootstrappolicy.init
         0     0%   100%     0.50MB  0.55%  github.com/openshift/origin/pkg/cmd/server/kubernetes/node.BuildKubernetesNodeConfig
         0     0%   100%     0.50MB  0.55%  github.com/openshift/origin/pkg/cmd/server/origin.init
         0     0%   100%     0.50MB  0.55%  github.com/openshift/origin/pkg/cmd/server/start.(*NodeOptions).Run
