23568.66kB of 23568.66kB total (  100%)
Dropped 1112 nodes (cum <= 117.84kB)
      flat  flat%   sum%        cum   cum%
 4568.91kB 19.39% 19.39%  4568.91kB 19.39%  bytes.makeSlice
 4144.18kB 17.58% 36.97%  4144.18kB 17.58%  github.com/openshift/origin/vendor/github.com/beorn7/perks/quantile.NewTargeted
 2115.41kB  8.98% 45.94%  2115.41kB  8.98%  runtime.hashGrow
 1542.01kB  6.54% 52.49%  1542.01kB  6.54%  github.com/openshift/origin/vendor/github.com/google/cadvisor/summary.(*StatsSummary).AddSample
 1536.35kB  6.52% 59.01%  3651.76kB 15.49%  runtime.mapassign
 1043.17kB  4.43% 63.43%  1043.17kB  4.43%  regexp.(*bitState).reset
 1042.12kB  4.42% 67.85%  1042.12kB  4.42%  github.com/openshift/origin/vendor/github.com/beorn7/perks/quantile.(*stream).merge
 1028.76kB  4.36% 72.22%  1028.76kB  4.36%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*Framer).WriteDataPadded
    1028kB  4.36% 76.58%  5172.18kB 21.95%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.newSummary
    1025kB  4.35% 80.93%     1025kB  4.35%  encoding/pem.Decode
  809.97kB  3.44% 84.37%   809.97kB  3.44%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*ClientConn).frameScratchBuffer
  609.50kB  2.59% 86.95%   609.50kB  2.59%  runtime.stringtoslicebyte
  514.63kB  2.18% 89.14%   514.63kB  2.18%  regexp/syntax.(*compiler).quest
  512.44kB  2.17% 91.31%   512.44kB  2.17%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.newContainerStats
  512.10kB  2.17% 93.48%   512.10kB  2.17%  github.com/openshift/origin/vendor/golang.org/x/net/http2.NewFramer
  512.06kB  2.17% 95.65%   512.06kB  2.17%  github.com/openshift/origin/vendor/k8s.io/client-go/rest.NewRESTClient
  512.04kB  2.17% 97.83%   512.04kB  2.17%  runtime.rawstringtmp
  512.02kB  2.17%   100%   512.02kB  2.17%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/runtime.(*Scheme).AddKnownTypeWithName
         0     0%   100%  3597.83kB 15.27%  bytes.(*Buffer).ReadFrom
         0     0%   100%   971.07kB  4.12%  bytes.(*Buffer).WriteByte
         0     0%   100%   971.07kB  4.12%  bytes.(*Buffer).grow
         0     0%   100%  1537.17kB  6.52%  crypto/tls.(*Conn).Handshake
         0     0%   100%  1537.17kB  6.52%  crypto/tls.(*Conn).clientHandshake
         0     0%   100%  1537.17kB  6.52%  crypto/tls.(*clientHandshakeState).doFullHandshake
         0     0%   100%   512.17kB  2.17%  crypto/x509.(*CertPool).AddCert
         0     0%   100%  1537.17kB  6.52%  crypto/x509.(*CertPool).AppendCertsFromPEM
         0     0%   100%  1537.17kB  6.52%  crypto/x509.(*Certificate).Verify
         0     0%   100%  1537.17kB  6.52%  crypto/x509.initSystemRoots
         0     0%   100%  1537.17kB  6.52%  crypto/x509.loadSystemRoots
         0     0%   100%  1537.17kB  6.52%  crypto/x509.systemRootsPool
         0     0%   100%   513.56kB  2.18%  github.com/openshift/origin/pkg/api/install.init
         0     0%   100%   609.50kB  2.59%  github.com/openshift/origin/pkg/auth/server/errorpage.init
         0     0%   100%   574.34kB  2.44%  github.com/openshift/origin/pkg/authorization/apis/authorization/install.Install
         0     0%   100%   574.34kB  2.44%  github.com/openshift/origin/pkg/authorization/apis/authorization/install.init
         0     0%   100%   574.34kB  2.44%  github.com/openshift/origin/pkg/authorization/apis/authorization/install.init.1
         0     0%   100%   574.34kB  2.44%  github.com/openshift/origin/pkg/authorization/apis/authorization/v1.RegisterConversions
         0     0%   100%   574.34kB  2.44%  github.com/openshift/origin/pkg/authorization/generated/internalclientset/scheme.init
         0     0%   100%   574.34kB  2.44%  github.com/openshift/origin/pkg/authorization/generated/internalclientset/typed/authorization/internalversion.init
         0     0%   100%   513.56kB  2.18%  github.com/openshift/origin/pkg/client/testclient.init
         0     0%   100%  2117.95kB  8.99%  github.com/openshift/origin/pkg/cmd/infra/builder.init
         0     0%   100%  1024.98kB  4.35%  github.com/openshift/origin/pkg/cmd/openshift.CommandFor
         0     0%   100%  1024.98kB  4.35%  github.com/openshift/origin/pkg/cmd/openshift.NewCommandOpenShift
         0     0%   100%  5669.17kB 24.05%  github.com/openshift/origin/pkg/cmd/openshift.init
         0     0%   100%   609.50kB  2.59%  github.com/openshift/origin/pkg/cmd/server/admin.init
         0     0%   100%  1030.08kB  4.37%  github.com/openshift/origin/pkg/cmd/server/kubernetes/node.(*NodeConfig).RunKubelet.func1
         0     0%   100%  3551.22kB 15.07%  github.com/openshift/origin/pkg/cmd/server/start.init
         0     0%   100%  1599.93kB  6.79%  github.com/openshift/origin/pkg/cmd/util/clientcmd.init
         0     0%   100%   518.02kB  2.20%  github.com/openshift/origin/pkg/cmd/util/docker.init
         0     0%   100%   512.02kB  2.17%  github.com/openshift/origin/pkg/image/apis/image/install.Install
         0     0%   100%   512.02kB  2.17%  github.com/openshift/origin/pkg/image/apis/image/v1.addKnownTypes
         0     0%   100%   512.02kB  2.17%  github.com/openshift/origin/pkg/image/generated/internalclientset/scheme.Install
