4.03s of 4.91s total (82.08%)
Dropped 398 nodes (cum <= 0.02s)
      flat  flat%   sum%        cum   cum%
     1.06s 21.59% 21.59%      1.10s 22.40%  syscall.Syscall
     0.54s 11.00% 32.59%      0.88s 17.92%  runtime.scanobject
     0.35s  7.13% 39.71%      0.36s  7.33%  syscall.Syscall6
     0.20s  4.07% 43.79%      0.50s 10.18%  runtime.mallocgc
     0.18s  3.67% 47.45%      0.18s  3.67%  runtime.futex
     0.18s  3.67% 51.12%      0.18s  3.67%  runtime.greyobject
     0.18s  3.67% 54.79%      0.18s  3.67%  runtime.heapBitsForObject
     0.17s  3.46% 58.25%      0.17s  3.46%  runtime.memclrNoHeapPointers
     0.14s  2.85% 61.10%      0.14s  2.85%  runtime.memmove
     0.08s  1.63% 62.73%      0.08s  1.63%  runtime.heapBitsSetType
     0.05s  1.02% 63.75%      0.24s  4.89%  runtime.gentraceback
     0.05s  1.02% 64.77%      0.13s  2.65%  runtime.pcvalue
     0.05s  1.02% 65.78%      0.05s  1.02%  runtime.readvarint
     0.04s  0.81% 66.60%      0.36s  7.33%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.(*Proxier).syncProxyRules
     0.04s  0.81% 67.41%      0.04s  0.81%  runtime.casgstatus
     0.04s  0.81% 68.23%      0.10s  2.04%  runtime.mapassign
     0.03s  0.61% 68.84%      0.06s  1.22%  encoding/json.(*decodeState).scanWhile
     0.03s  0.61% 69.45%      0.03s  0.61%  encoding/json.stateInString
     0.03s  0.61% 70.06%      0.09s  1.83%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.writeLine
     0.03s  0.61% 70.67%      0.05s  1.02%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/iptables.ReadLine
     0.03s  0.61% 71.28%      0.03s  0.61%  reflect.Value.Set
     0.03s  0.61% 71.89%      0.09s  1.83%  runtime.adjustframe
     0.03s  0.61% 72.51%      0.03s  0.61%  runtime.epollwait
     0.03s  0.61% 73.12%      0.05s  1.02%  runtime.mapaccess1_faststr
