30914.29kB of 30914.29kB total (  100%)
Dropped 1244 nodes (cum <= 154.57kB)
      flat  flat%   sum%        cum   cum%
 6687.82kB 21.63% 21.63%  6687.82kB 21.63%  bytes.makeSlice
 4144.18kB 13.41% 35.04%  4144.18kB 13.41%  github.com/openshift/origin/vendor/github.com/beorn7/perks/quantile.NewTargeted
 3755.23kB 12.15% 47.19%  3755.23kB 12.15%  runtime.hashGrow
 3072.14kB  9.94% 57.12%  3072.14kB  9.94%  runtime.rawstringtmp
 2048.45kB  6.63% 63.75%  5803.68kB 18.77%  runtime.mapassign
 1043.17kB  3.37% 67.12%  1043.17kB  3.37%  regexp.(*bitState).reset
 1042.12kB  3.37% 70.50%  1042.12kB  3.37%  github.com/openshift/origin/vendor/github.com/beorn7/perks/quantile.(*stream).merge
 1032.02kB  3.34% 73.83%  1032.02kB  3.34%  github.com/openshift/origin/vendor/github.com/google/cadvisor/summary.(*StatsSummary).AddSample
 1028.76kB  3.33% 77.16%  1028.76kB  3.33%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*Framer).WriteDataPadded
    1028kB  3.33% 80.49%  5172.18kB 16.73%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.newSummary
    1025kB  3.32% 83.80%     1025kB  3.32%  encoding/pem.Decode
 1024.88kB  3.32% 87.12%  1536.98kB  4.97%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.newContainerStats
  809.97kB  2.62% 89.74%   809.97kB  2.62%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*ClientConn).frameScratchBuffer
  609.50kB  1.97% 91.71%   609.50kB  1.97%  runtime.stringtoslicebyte
  514.63kB  1.66% 93.37%   514.63kB  1.66%  regexp/syntax.(*compiler).quest
  512.23kB  1.66% 95.03%   512.23kB  1.66%  reflect.unsafe_New
  512.10kB  1.66% 96.69%   512.10kB  1.66%  github.com/openshift/origin/vendor/golang.org/x/net/http2.NewFramer
  512.06kB  1.66% 98.34%   512.06kB  1.66%  github.com/openshift/origin/vendor/k8s.io/client-go/rest.NewRESTClient
  512.02kB  1.66%   100%   512.02kB  1.66%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/runtime.(*Scheme).AddKnownTypeWithName
         0     0%   100%  4499.77kB 14.56%  bytes.(*Buffer).ReadFrom
         0     0%   100%  2188.06kB  7.08%  bytes.(*Buffer).WriteString
         0     0%   100%  2188.06kB  7.08%  bytes.(*Buffer).grow
         0     0%   100%  1537.17kB  4.97%  crypto/tls.(*Conn).Handshake
         0     0%   100%  1537.17kB  4.97%  crypto/tls.(*Conn).clientHandshake
         0     0%   100%  1537.17kB  4.97%  crypto/tls.(*clientHandshakeState).doFullHandshake
         0     0%   100%   512.17kB  1.66%  crypto/x509.(*CertPool).AddCert
         0     0%   100%  1537.17kB  4.97%  crypto/x509.(*CertPool).AppendCertsFromPEM
         0     0%   100%  1537.17kB  4.97%  crypto/x509.(*Certificate).Verify
         0     0%   100%  1537.17kB  4.97%  crypto/x509.initSystemRoots
         0     0%   100%  1537.17kB  4.97%  crypto/x509.loadSystemRoots
         0     0%   100%  1537.17kB  4.97%  crypto/x509.systemRootsPool
         0     0%   100%   513.56kB  1.66%  github.com/openshift/origin/pkg/api/install.init
         0     0%   100%   609.50kB  1.97%  github.com/openshift/origin/pkg/auth/server/errorpage.init
         0     0%   100%   574.34kB  1.86%  github.com/openshift/origin/pkg/authorization/apis/authorization/install.Install
         0     0%   100%   574.34kB  1.86%  github.com/openshift/origin/pkg/authorization/apis/authorization/install.init
         0     0%   100%   574.34kB  1.86%  github.com/openshift/origin/pkg/authorization/apis/authorization/install.init.1
         0     0%   100%   574.34kB  1.86%  github.com/openshift/origin/pkg/authorization/apis/authorization/v1.RegisterConversions
         0     0%   100%   574.34kB  1.86%  github.com/openshift/origin/pkg/authorization/generated/internalclientset/scheme.init
         0     0%   100%   574.34kB  1.86%  github.com/openshift/origin/pkg/authorization/generated/internalclientset/typed/authorization/internalversion.init
         0     0%   100%   513.56kB  1.66%  github.com/openshift/origin/pkg/client/testclient.init
         0     0%   100%  2117.95kB  6.85%  github.com/openshift/origin/pkg/cmd/infra/builder.init
         0     0%   100%  1024.98kB  3.32%  github.com/openshift/origin/pkg/cmd/openshift.CommandFor
         0     0%   100%  1024.98kB  3.32%  github.com/openshift/origin/pkg/cmd/openshift.NewCommandOpenShift
         0     0%   100%  5669.17kB 18.34%  github.com/openshift/origin/pkg/cmd/openshift.init
         0     0%   100%   609.50kB  1.97%  github.com/openshift/origin/pkg/cmd/server/admin.init
         0     0%   100%  1030.08kB  3.33%  github.com/openshift/origin/pkg/cmd/server/kubernetes/node.(*NodeConfig).RunKubelet.func1
         0     0%   100%  3551.22kB 11.49%  github.com/openshift/origin/pkg/cmd/server/start.init
         0     0%   100%  1599.93kB  5.18%  github.com/openshift/origin/pkg/cmd/util/clientcmd.init
         0     0%   100%   518.02kB  1.68%  github.com/openshift/origin/pkg/cmd/util/docker.init
         0     0%   100%   512.02kB  1.66%  github.com/openshift/origin/pkg/image/apis/image/install.Install
         0     0%   100%   512.02kB  1.66%  github.com/openshift/origin/pkg/image/apis/image/v1.addKnownTypes
         0     0%   100%   512.02kB  1.66%  github.com/openshift/origin/pkg/image/generated/internalclientset/scheme.Install
         0     0%   100%   512.02kB  1.66%  github.com/openshift/origin/pkg/image/generated/internalclientset/scheme.init
         0     0%   100%   512.02kB  1.66%  github.com/openshift/origin/pkg/image/generated/internalclientset/scheme.init.1
         0     0%   100%   512.02kB  1.66%  github.com/openshift/origin/pkg/image/generated/internalclientset/typed/image/internalversion.init
         0     0%   100%  1554.07kB  5.03%  github.com/openshift/origin/pkg/network/common.RunEventQueue
         0     0%   100%  1554.07kB  5.03%  github.com/openshift/origin/pkg/network/common.newEventQueue
         0     0%   100%   518.02kB  1.68%  github.com/openshift/origin/pkg/network/node.(*OsdnNode).(github.com/openshift/origin/pkg/network/node.watchSubnets)-fm
         0     0%   100%   518.02kB  1.68%  github.com/openshift/origin/pkg/network/node.(*OsdnNode).watchSubnets
         0     0%   100%   518.02kB  1.68%  github.com/openshift/origin/pkg/network/proxy.(*OsdnProxy).(github.com/openshift/origin/pkg/network/proxy.watchEgressNetworkPolicies)-fm
         0     0%   100%   518.02kB  1.68%  github.com/openshift/origin/pkg/network/proxy.(*OsdnProxy).(github.com/openshift/origin/pkg/network/proxy.watchNetNamespaces)-fm
         0     0%   100%   518.02kB  1.68%  github.com/openshift/origin/pkg/network/proxy.(*OsdnProxy).watchEgressNetworkPolicies
         0     0%   100%   518.02kB  1.68%  github.com/openshift/origin/pkg/network/proxy.(*OsdnProxy).watchNetNamespaces
         0     0%   100%  1024.98kB  3.32%  github.com/openshift/origin/pkg/oc/cli.NewCmdKubectl
         0     0%   100%  2117.95kB  6.85%  github.com/openshift/origin/pkg/oc/cli/cmd.init
         0     0%   100%  1599.93kB  5.18%  github.com/openshift/origin/pkg/oc/cli/describe.init
         0     0%   100%   513.56kB  1.66%  github.com/openshift/origin/pkg/security/apis/security/install.Install
         0     0%   100%   513.56kB  1.66%  github.com/openshift/origin/pkg/security/apis/security/install.init
         0     0%   100%   513.56kB  1.66%  github.com/openshift/origin/pkg/security/apis/security/install.init.1
         0     0%   100%   513.56kB  1.66%  github.com/openshift/origin/pkg/security/legacyclient.init
         0     0%   100%  1042.12kB  3.37%  github.com/openshift/origin/vendor/github.com/beorn7/perks/quantile.(*Stream).Insert
         0     0%   100%  1042.12kB  3.37%  github.com/openshift/origin/vendor/github.com/beorn7/perks/quantile.(*Stream).flush
         0     0%   100%  1042.12kB  3.37%  github.com/openshift/origin/vendor/github.com/beorn7/perks/quantile.(*Stream).insert
         0     0%   100%  1536.06kB  4.97%  github.com/openshift/origin/vendor/github.com/gogo/protobuf/proto.Unmarshal
         0     0%   100%  1536.06kB  4.97%  github.com/openshift/origin/vendor/github.com/gogo/protobuf/proto.UnmarshalMerge
         0     0%   100%   512.04kB  1.66%  github.com/openshift/origin/vendor/github.com/golang/protobuf/proto.Unmarshal
         0     0%   100%   512.04kB  1.66%  github.com/openshift/origin/vendor/github.com/golang/protobuf/proto.UnmarshalMerge
         0     0%   100%   512.08kB  1.66%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.(*InotifyWatcher).AddWatch
         0     0%   100%   512.10kB  1.66%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.DiskStatsCopy
         0     0%   100%  1536.98kB  4.97%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.GetStats
         0     0%   100%   512.10kB  1.66%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.setDiskIoStats
         0     0%   100%      515kB  1.67%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).GetSpec
         0     0%   100%  1536.98kB  4.97%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).GetStats
         0     0%   100%  2413.56kB  7.81%  github.com/openshift/origin/vendor/github.com/google/cadvisor/http.init
         0     0%   100%      515kB  1.67%  github.com/openshift/origin/vendor/github.com/google/cadvisor/machine.GetMachineSwapCapacity
         0     0%   100%      515kB  1.67%  github.com/openshift/origin/vendor/github.com/google/cadvisor/machine.parseCapacity
         0     0%   100%     2569kB  8.31%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).housekeeping
         0     0%   100%     2569kB  8.31%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).housekeepingTick
         0     0%   100%      515kB  1.67%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).updateSpec
         0     0%   100%     2569kB  8.31%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).updateStats
         0     0%   100%  1541.71kB  4.99%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).Start
         0     0%   100%  1029.63kB  3.33%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).createContainer
         0     0%   100%  1029.63kB  3.33%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).createContainerLocked
         0     0%   100%   514.63kB  1.66%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).detectSubcontainers
         0     0%   100%   512.08kB  1.66%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).watchForNewContainers
         0     0%   100%      515kB  1.67%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.newContainerData
         0     0%   100%   512.08kB  1.66%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager/watcher/raw.(*rawContainerWatcher).Start
         0     0%   100%   512.08kB  1.66%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager/watcher/raw.(*rawContainerWatcher).watchDirectory
         0     0%   100%  2413.56kB  7.81%  github.com/openshift/origin/vendor/github.com/google/cadvisor/pages/static.Asset
         0     0%   100%  2413.56kB  7.81%  github.com/openshift/origin/vendor/github.com/google/cadvisor/pages/static.bindataRead
         0     0%   100%  2413.56kB  7.81%  github.com/openshift/origin/vendor/github.com/google/cadvisor/pages/static.init
         0     0%   100%  1184.27kB  3.83%  github.com/openshift/origin/vendor/github.com/google/cadvisor/pages/static.pagesAssetsJsGchartsJs
         0     0%   100%  1184.27kB  3.83%  github.com/openshift/origin/vendor/github.com/google/cadvisor/pages/static.pagesAssetsJsGchartsJsBytes
         0     0%   100%   578.66kB  1.87%  github.com/openshift/origin/vendor/github.com/google/cadvisor/pages/static.pagesAssetsStylesBootstrap311MinCss
         0     0%   100%   578.66kB  1.87%  github.com/openshift/origin/vendor/github.com/google/cadvisor/pages/static.pagesAssetsStylesBootstrap311MinCssBytes
         0     0%   100%   650.62kB  2.10%  github.com/openshift/origin/vendor/github.com/google/cadvisor/pages/static.pagesAssetsStylesContainersCss
         0     0%   100%   650.62kB  2.10%  github.com/openshift/origin/vendor/github.com/google/cadvisor/pages/static.pagesAssetsStylesContainersCssBytes
         0     0%   100%  4654.16kB 15.06%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.(*MetricVec).GetMetricWithLabelValues
         0     0%   100%  4654.16kB 15.06%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.(*MetricVec).WithLabelValues
         0     0%   100%  4654.16kB 15.06%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.(*MetricVec).getOrCreateMetricWithLabelValues
         0     0%   100%  4654.16kB 15.06%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.(*SummaryVec).WithLabelValues
         0     0%   100%  1042.12kB  3.37%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.(*summary).asyncFlush.func1
         0     0%   100%  1042.12kB  3.37%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.(*summary).flushColdBuf
         0     0%   100%  4144.18kB 13.41%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.(*summary).newStream
         0     0%   100%   518.02kB  1.68%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.NewSummary
