5.23s of 6.33s total (82.62%)
Dropped 459 nodes (cum <= 0.03s)
      flat  flat%   sum%        cum   cum%
     1.04s 16.43% 16.43%      1.09s 17.22%  syscall.Syscall
     0.47s  7.42% 23.85%      0.88s 13.90%  runtime.scanobject
     0.36s  5.69% 29.54%      0.36s  5.69%  runtime.memmove
     0.31s  4.90% 34.44%      0.32s  5.06%  syscall.Syscall6
     0.21s  3.32% 37.76%      0.23s  3.63%  runtime.greyobject
     0.21s  3.32% 41.07%      0.21s  3.32%  runtime.heapBitsForObject
     0.16s  2.53% 43.60%      0.36s  5.69%  bytes.(*Buffer).WriteString
     0.16s  2.53% 46.13%      1.65s 26.07%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.(*Proxier).syncProxyRules
     0.16s  2.53% 48.66%      0.16s  2.53%  runtime.memclrNoHeapPointers
     0.13s  2.05% 50.71%      0.60s  9.48%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.writeLine
     0.12s  1.90% 52.61%      0.43s  6.79%  runtime.mallocgc
     0.11s  1.74% 54.34%      0.11s  1.74%  bytes.(*Buffer).grow
     0.11s  1.74% 56.08%      0.11s  1.74%  runtime.futex
     0.10s  1.58% 57.66%      0.14s  2.21%  runtime.mapaccess1_faststr
     0.10s  1.58% 59.24%      0.10s  1.58%  runtime.memeqbody
     0.09s  1.42% 60.66%      0.09s  1.42%  runtime.aeshashbody
     0.07s  1.11% 61.77%      0.26s  4.11%  runtime.mapassign
     0.07s  1.11% 62.88%      0.17s  2.69%  runtime.selectgoImpl
     0.06s  0.95% 63.82%      0.12s  1.90%  bytes.(*Buffer).WriteByte
     0.06s  0.95% 64.77%      0.06s  0.95%  encoding/json.stateInString
     0.05s  0.79% 65.56%      0.10s  1.58%  fmt.(*pp).doPrintf
     0.05s  0.79% 66.35%      0.05s  0.79%  runtime._ExternalCode
     0.05s  0.79% 67.14%      0.05s  0.79%  runtime.adjustpointers
     0.05s  0.79% 67.93%      0.05s  0.79%  runtime.casgstatus
     0.05s  0.79% 68.72%      0.05s  0.79%  runtime.duffcopy
     0.05s  0.79% 69.51%      0.05s  0.79%  runtime.heapBitsSetType
     0.05s  0.79% 70.30%      0.09s  1.42%  runtime.mapaccess2_faststr
     0.05s  0.79% 71.09%      0.10s  1.58%  runtime.typedmemmove
     0.04s  0.63% 71.72%      0.06s  0.95%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/iptables.ReadLine
     0.04s  0.63% 72.35%      0.28s  4.42%  runtime.gentraceback
     0.04s  0.63% 72.99%      0.05s  0.79%  runtime.mapiternext
     0.04s  0.63% 73.62%      0.14s  2.21%  runtime.pcvalue
     0.04s  0.63% 74.25%      0.04s  0.63%  runtime.readvarint
     0.04s  0.63% 74.88%      0.08s  1.26%  runtime.step
     0.03s  0.47% 75.36%      0.04s  0.63%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.updateServiceMap
     0.03s  0.47% 75.83%      0.06s  0.95%  runtime.evacuate
     0.03s  0.47% 76.30%      0.11s  1.74%  runtime.rawstring
     0.03s  0.47% 76.78%      0.05s  0.79%  runtime.scanblock
     0.03s  0.47% 77.25%      0.05s  0.79%  syscall.ByteSliceFromString
     0.02s  0.32% 77.57%      0.08s  1.26%  encoding/json.(*Decoder).readValue
     0.02s  0.32% 77.88%      0.25s  3.95%  encoding/json.(*decodeState).object
     0.02s  0.32% 78.20%      0.07s  1.11%  encoding/json.(*decodeState).scanWhile
     0.02s  0.32% 78.52%      0.04s  0.63%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.(*endpointsInfo).endpointChain
     0.02s  0.32% 78.83%      0.95s 15.01%  runtime.gcDrain
     0.02s  0.32% 79.15%      0.10s  1.58%  runtime.mapaccess1
     0.02s  0.32% 79.46%      0.13s  2.05%  runtime.newobject
     0.02s  0.32% 79.78%      1.41s 22.27%  runtime.systemstack
     0.02s  0.32% 80.09%      0.10s  1.58%  strings.FieldsFunc
     0.01s  0.16% 80.25%      0.43s  6.79%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).GetContainerInfoV2
     0.01s  0.16% 80.41%      0.13s  2.05%  os.(*File).readdirnames
     0.01s  0.16% 80.57%      0.28s  4.42%  os.Stat
     0.01s  0.16% 80.73%      0.13s  2.05%  runtime.(*mcentral).cacheSpan
     0.01s  0.16% 80.88%      0.11s  1.74%  runtime.(*mcentral).grow
     0.01s  0.16% 81.04%      0.07s  1.11%  runtime.chansend
     0.01s  0.16% 81.20%      0.07s  1.11%  runtime.concatstrings
     0.01s  0.16% 81.36%      0.07s  1.11%  runtime.convT2E
     0.01s  0.16% 81.52%      0.13s  2.05%  runtime.findrunnable
     0.01s  0.16% 81.67%      0.18s  2.84%  runtime.makeslice
     0.01s  0.16% 81.83%      0.12s  1.90%  runtime.rawstringtmp
     0.01s  0.16% 81.99%      0.04s  0.63%  runtime.ready
     0.01s  0.16% 82.15%      0.11s  1.74%  runtime.slicebytetostring
     0.01s  0.16% 82.31%      0.04s  0.63%  sort.insertionSort_func
     0.01s  0.16% 82.46%      0.08s  1.26%  strings.Fields
     0.01s  0.16% 82.62%      0.19s  3.00%  syscall.Read
         0     0% 82.62%      0.06s  0.95%  bufio.(*Reader).Read
         0     0% 82.62%      0.11s  1.74%  bufio.(*Scanner).Scan
         0     0% 82.62%      0.06s  0.95%  bufio.(*Writer).Flush
         0     0% 82.62%      0.10s  1.58%  bytes.(*Buffer).ReadFrom
