4.67s of 5.56s total (83.99%)
Dropped 393 nodes (cum <= 0.03s)
      flat  flat%   sum%        cum   cum%
     0.94s 16.91% 16.91%      1.03s 18.53%  syscall.Syscall
     0.44s  7.91% 24.82%      0.45s  8.09%  syscall.Syscall6
     0.38s  6.83% 31.65%      0.69s 12.41%  runtime.scanobject
     0.29s  5.22% 36.87%      0.65s 11.69%  runtime.mallocgc
     0.22s  3.96% 40.83%      0.22s  3.96%  runtime.greyobject
     0.17s  3.06% 43.88%      0.17s  3.06%  runtime.memclrNoHeapPointers
     0.16s  2.88% 46.76%      0.16s  2.88%  runtime.heapBitsForObject
     0.14s  2.52% 49.28%      0.14s  2.52%  runtime.futex
     0.14s  2.52% 51.80%      0.14s  2.52%  runtime.memmove
     0.11s  1.98% 53.78%      0.28s  5.04%  runtime.mapassign
     0.07s  1.26% 55.04%      0.07s  1.26%  runtime.aeshashbody
     0.05s   0.9% 55.94%      0.12s  2.16%  bytes.(*Buffer).WriteString
     0.05s   0.9% 56.83%      0.05s   0.9%  runtime._ExternalCode
     0.05s   0.9% 57.73%      0.05s   0.9%  runtime.findfunc
     0.05s   0.9% 58.63%      0.24s  4.32%  runtime.gentraceback
     0.05s   0.9% 59.53%      0.05s   0.9%  runtime.heapBitsSetType
     0.05s   0.9% 60.43%      1.43s 25.72%  runtime.systemstack
     0.05s   0.9% 61.33%      0.07s  1.26%  runtime.unlock
     0.04s  0.72% 62.05%      0.04s  0.72%  runtime.duffcopy
     0.04s  0.72% 62.77%      0.05s   0.9%  runtime.lock
     0.04s  0.72% 63.49%      0.04s  0.72%  runtime.usleep
     0.04s  0.72% 64.21%      0.07s  1.26%  syscall.ByteSliceFromString
     0.03s  0.54% 64.75%      0.03s  0.54%  bytes.(*Buffer).WriteByte
     0.03s  0.54% 65.29%      0.04s  0.72%  bytes.(*Buffer).grow
     0.03s  0.54% 65.83%      0.13s  2.34%  encoding/json.(*Decoder).readValue
     0.03s  0.54% 66.37%      0.04s  0.72%  encoding/json.(*decodeState).scanWhile
     0.03s  0.54% 66.91%      0.04s  0.72%  encoding/json.unquoteBytes
     0.03s  0.54% 67.45%      0.69s 12.41%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.(*Proxier).syncProxyRules
     0.03s  0.54% 67.99%      0.03s  0.54%  path/filepath.Clean
     0.03s  0.54% 68.53%      0.07s  1.26%  runtime.exitsyscall
     0.03s  0.54% 69.06%      0.05s   0.9%  runtime.mapaccess1_faststr
     0.03s  0.54% 69.60%      0.03s  0.54%  runtime.mapiternext
     0.03s  0.54% 70.14%      0.03s  0.54%  runtime.memeqbody
     0.03s  0.54% 70.68%      0.03s  0.54%  runtime.newdefer
     0.03s  0.54% 71.22%      0.07s  1.26%  runtime.notesleep
     0.03s  0.54% 71.76%      0.14s  2.52%  runtime.selectgoImpl
     0.03s  0.54% 72.30%      0.05s   0.9%  runtime.step
     0.03s  0.54% 72.84%      0.07s  1.26%  runtime.sweepone
     0.03s  0.54% 73.38%      0.04s  0.72%  syscall.ParseDirent
     0.03s  0.54% 73.92%      0.03s  0.54%  unicode.IsSpace
     0.02s  0.36% 74.28%      0.15s  2.70%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.writeLine
     0.02s  0.36% 74.64%      0.03s  0.54%  runtime.(*mcentral).freeSpan
     0.02s  0.36% 75.00%      0.04s  0.72%  runtime.(*mheap).alloc_m
     0.02s  0.36% 75.36%      0.06s  1.08%  runtime.evacuate
     0.02s  0.36% 75.72%      0.03s  0.54%  runtime.exitsyscallfast
     0.02s  0.36% 76.08%      0.14s  2.52%  runtime.findrunnable
     0.02s  0.36% 76.44%      0.81s 14.57%  runtime.gcDrain
     0.02s  0.36% 76.80%      0.23s  4.14%  runtime.makeslice
     0.02s  0.36% 77.16%      0.04s  0.72%  runtime.mapaccess1
     0.02s  0.36% 77.52%      0.07s  1.26%  runtime.markroot
     0.02s  0.36% 77.88%      0.09s  1.62%  runtime.pcvalue
     0.02s  0.36% 78.24%      0.10s  1.80%  runtime.rawstring
     0.02s  0.36% 78.60%      0.03s  0.54%  runtime.reentersyscall
     0.02s  0.36% 78.96%      0.08s  1.44%  runtime.scanblock
     0.01s  0.18% 79.14%      0.10s  1.80%  bufio.(*Scanner).Scan
     0.01s  0.18% 79.32%      0.56s 10.07%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cm.(*podContainerManagerImpl).GetAllPodsFromCgroups
     0.01s  0.18% 79.50%      0.04s  0.72%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cm.ConvertCgroupNameToSystemd
     0.01s  0.18% 79.68%      0.03s  0.54%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/iptables.ReadLine
     0.01s  0.18% 79.86%      0.06s  1.08%  net.IP.String
     0.01s  0.18% 80.04%      0.07s  1.26%  net/http.(*persistConn).writeLoop
     0.01s  0.18% 80.22%      0.80s 14.39%  os.(*File).readdir
     0.01s  0.18% 80.40%      0.09s  1.62%  os.(*File).readdirnames
     0.01s  0.18% 80.58%      0.18s  3.24%  os.Stat
     0.01s  0.18% 80.76%      0.06s  1.08%  reflect.unsafe_New
     0.01s  0.18% 80.94%      0.21s  3.78%  runtime.(*mcache).nextFree
     0.01s  0.18% 81.12%      0.15s  2.70%  runtime.(*mcache).refill
     0.01s  0.18% 81.29%      0.14s  2.52%  runtime.(*mcentral).cacheSpan
     0.01s  0.18% 81.47%      0.04s  0.72%  runtime.(*mspan).sweep
     0.01s  0.18% 81.65%      0.06s  1.08%  runtime.adjustframe
     0.01s  0.18% 81.83%      0.03s  0.54%  runtime.chanrecv
     0.01s  0.18% 82.01%      0.04s  0.72%  runtime.entersyscall
     0.01s  0.18% 82.19%      0.07s  1.26%  runtime.growWork
     0.01s  0.18% 82.37%      0.03s  0.54%  runtime.mapaccess2_faststr
     0.01s  0.18% 82.55%      0.25s  4.50%  runtime.newobject
     0.01s  0.18% 82.73%      0.03s  0.54%  runtime.notetsleep_internal
     0.01s  0.18% 82.91%      0.11s  1.98%  runtime.rawstringtmp
     0.01s  0.18% 83.09%      0.03s  0.54%  runtime.removespecial
     0.01s  0.18% 83.27%      0.15s  2.70%  runtime.selectgo
     0.01s  0.18% 83.45%      0.11s  1.98%  runtime.slicebytetostring
     0.01s  0.18% 83.63%      0.03s  0.54%  runtime.stackalloc
     0.01s  0.18% 83.81%      0.03s  0.54%  sort.insertionSort_func
     0.01s  0.18% 83.99%      0.59s 10.61%  syscall.Lstat
         0     0% 83.99%      0.03s  0.54%  bufio.(*Writer).Flush
         0     0% 83.99%      0.19s  3.42%  bytes.(*Buffer).ReadFrom
         0     0% 83.99%      0.04s  0.72%  bytes.(*Buffer).Write
         0     0% 83.99%      0.06s  1.08%  bytes.makeSlice
         0     0% 83.99%      0.47s  8.45%  encoding/json.(*Decoder).Decode
         0     0% 83.99%      0.07s  1.26%  encoding/json.(*Decoder).refill
         0     0% 83.99%      0.32s  5.76%  encoding/json.(*decodeState).array
         0     0% 83.99%      0.10s  1.80%  encoding/json.(*decodeState).literal
         0     0% 83.99%      0.06s  1.08%  encoding/json.(*decodeState).literalStore
         0     0% 83.99%      0.33s  5.94%  encoding/json.(*decodeState).object
         0     0% 83.99%      0.34s  6.12%  encoding/json.(*decodeState).unmarshal
         0     0% 83.99%      0.34s  6.12%  encoding/json.(*decodeState).value
         0     0% 83.99%      0.03s  0.54%  encoding/json.(*encodeState).marshal
         0     0% 83.99%      0.03s  0.54%  encoding/json.(*encodeState).reflectValue
         0     0% 83.99%      0.03s  0.54%  encoding/json.Marshal
         0     0% 83.99%      0.04s  0.72%  fmt.Sprintf
         0     0% 83.99%      0.39s  7.01%  github.com/openshift/origin/pkg/cmd/util/docker.(*KubeDocker).ListContainers
         0     0% 83.99%      0.13s  2.34%  github.com/openshift/origin/pkg/cmd/util/docker.(*KubeDocker).ListImages
         0     0% 83.99%      0.37s  6.65%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).ContainerList
         0     0% 83.99%      0.13s  2.34%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).ImageList
         0     0% 83.99%      0.04s  0.72%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).get
         0     0% 83.99%      0.04s  0.72%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).sendClientRequest
         0     0% 83.99%      0.04s  0.72%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).sendRequest
         0     0% 83.99%      0.03s  0.54%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client/transport/cancellable.(*notifyingReader).Read
         0     0% 83.99%      0.06s  1.08%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client/transport/cancellable.Do.func1
         0     0% 83.99%      0.03s  0.54%  github.com/openshift/origin/vendor/github.com/gogo/protobuf/proto.Unmarshal
         0     0% 83.99%      0.03s  0.54%  github.com/openshift/origin/vendor/github.com/gogo/protobuf/proto.UnmarshalMerge
         0     0% 83.99%      0.03s  0.54%  github.com/openshift/origin/vendor/github.com/golang/protobuf/proto.Marshal
         0     0% 83.99%      0.04s  0.72%  github.com/openshift/origin/vendor/github.com/golang/protobuf/proto.Unmarshal
         0     0% 83.99%      0.04s  0.72%  github.com/openshift/origin/vendor/github.com/golang/protobuf/proto.UnmarshalMerge
         0     0% 83.99%      0.41s  7.37%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.GetSpec
         0     0% 83.99%      0.36s  6.47%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.ListContainers
         0     0% 83.99%      0.36s  6.47%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.ListDirectories
         0     0% 83.99%      0.30s  5.40%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.readString
         0     0% 83.99%      0.20s  3.60%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.readUInt64
         0     0% 83.99%      0.03s  0.54%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/docker.(*dockerContainerHandler).GetSpec
         0     0% 83.99%      0.04s  0.72%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/docker.(*dockerContainerHandler).GetStats
         0     0% 83.99%      0.72s 12.95%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.GetStats
         0     0% 83.99%      0.03s  0.54%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.scanUdpStats
         0     0% 83.99%      0.03s  0.54%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.udpStatsFromProc
         0     0% 83.99%      0.38s  6.83%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).GetSpec
         0     0% 83.99%      0.69s 12.41%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).GetStats
         0     0% 83.99%      0.36s  6.47%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).ListContainers
         0     0% 83.99%      0.41s  7.37%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).GetInfo
         0     0% 83.99%      0.77s 13.85%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).housekeeping
         0     0% 83.99%      0.75s 13.49%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).housekeepingTick
