5.58s of 6.64s total (84.04%)
Dropped 424 nodes (cum <= 0.03s)
      flat  flat%   sum%        cum   cum%
     1.13s 17.02% 17.02%      1.24s 18.67%  syscall.Syscall
     0.60s  9.04% 26.05%      0.98s 14.76%  runtime.scanobject
     0.32s  4.82% 30.87%      0.32s  4.82%  runtime.memclrNoHeapPointers
     0.28s  4.22% 35.09%      0.29s  4.37%  syscall.Syscall6
     0.27s  4.07% 39.16%      0.27s  4.07%  runtime.memmove
     0.22s  3.31% 42.47%      0.22s  3.31%  runtime.greyobject
     0.18s  2.71% 45.18%      0.19s  2.86%  bytes.(*Buffer).grow
     0.18s  2.71% 47.89%      0.72s 10.84%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.writeLine
     0.17s  2.56% 50.45%      0.17s  2.56%  runtime.futex
     0.17s  2.56% 53.01%      0.17s  2.56%  runtime.heapBitsForObject
     0.16s  2.41% 55.42%      1.84s 27.71%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.(*Proxier).syncProxyRules
     0.16s  2.41% 57.83%      0.65s  9.79%  runtime.mallocgc
     0.13s  1.96% 59.79%      0.13s  1.96%  runtime.aeshashbody
     0.13s  1.96% 61.75%      0.40s  6.02%  runtime.mapassign
     0.11s  1.66% 63.40%      0.40s  6.02%  bytes.(*Buffer).WriteString
     0.08s  1.20% 64.61%      0.17s  2.56%  bytes.(*Buffer).WriteByte
     0.07s  1.05% 65.66%      0.07s  1.05%  runtime._ExternalCode
     0.06s   0.9% 66.57%      0.13s  1.96%  runtime.evacuate
     0.06s   0.9% 67.47%      0.06s   0.9%  runtime.memeqbody
     0.05s  0.75% 68.22%      0.05s  0.75%  runtime.duffcopy
     0.05s  0.75% 68.98%      0.05s  0.75%  runtime.heapBitsSetType
     0.04s   0.6% 69.58%      0.09s  1.36%  encoding/json.(*Decoder).readValue
     0.04s   0.6% 70.18%      0.09s  1.36%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/iptables.ReadLine
     0.04s   0.6% 70.78%      0.18s  2.71%  runtime.gentraceback
     0.04s   0.6% 71.39%      0.04s   0.6%  runtime.mprof_GC
     0.04s   0.6% 71.99%      0.17s  2.56%  runtime.newobject
     0.04s   0.6% 72.59%      0.11s  1.66%  runtime.selectgoImpl
     0.03s  0.45% 73.04%      0.04s   0.6%  encoding/json.(*decodeState).scanWhile
     0.03s  0.45% 73.49%      0.16s  2.41%  runtime.(*mcentral).cacheSpan
     0.03s  0.45% 73.95%      0.05s  0.75%  runtime.(*mheap).alloc_m
     0.03s  0.45% 74.40%      0.11s  1.66%  runtime.mapaccess1
     0.03s  0.45% 74.85%      0.08s  1.20%  runtime.mapaccess2_faststr
     0.03s  0.45% 75.30%      0.10s  1.51%  runtime.pcvalue
     0.03s  0.45% 75.75%      0.05s  0.75%  runtime.reentersyscall
     0.03s  0.45% 76.20%      0.05s  0.75%  runtime.step
     0.03s  0.45% 76.66%      0.06s   0.9%  runtime.sweepone
     0.03s  0.45% 77.11%      0.06s   0.9%  strings.FieldsFunc
     0.03s  0.45% 77.56%      0.10s  1.51%  syscall.ByteSliceFromString
     0.02s   0.3% 77.86%      0.06s   0.9%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.getLocalIPs
     0.02s   0.3% 78.16%      0.15s  2.26%  runtime.findrunnable
     0.02s   0.3% 78.46%         1s 15.06%  runtime.gcDrain
     0.02s   0.3% 78.77%      0.27s  4.07%  runtime.makeslice
     0.02s   0.3% 79.07%      0.16s  2.41%  runtime.rawstringtmp
     0.02s   0.3% 79.37%      0.10s  1.51%  runtime.strhash
     0.01s  0.15% 79.52%      0.16s  2.41%  bufio.(*Scanner).Scan
     0.01s  0.15% 79.67%      0.07s  1.05%  encoding/json.(*decodeState).literal
     0.01s  0.15% 79.82%      0.23s  3.46%  encoding/json.(*decodeState).object
     0.01s  0.15% 79.97%      0.31s  4.67%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getMemoryData
     0.01s  0.15% 80.12%      0.04s   0.6%  github.com/openshift/origin/vendor/golang.org/x/net/http2/hpack.(*Encoder).searchTable
     0.01s  0.15% 80.27%      0.63s  9.49%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).processUnaryRPC
     0.01s  0.15% 80.42%      0.21s  3.16%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._RuntimeService_ListPodSandbox_Handler
     0.01s  0.15% 80.57%      0.04s   0.6%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.(*endpointsInfo).IPPart
     0.01s  0.15% 80.72%      0.07s  1.05%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.updateServiceMap
     0.01s  0.15% 80.87%      0.12s  1.81%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/iptables.GetChainLines
     0.01s  0.15% 81.02%      0.07s  1.05%  os.(*File).Stat
     0.01s  0.15% 81.17%      0.36s  5.42%  os.OpenFile
     0.01s  0.15% 81.33%      0.04s   0.6%  runtime.SetFinalizer
     0.01s  0.15% 81.48%      0.04s   0.6%  runtime.adjustframe
     0.01s  0.15% 81.63%      0.07s  1.05%  runtime.bgsweep
     0.01s  0.15% 81.78%      0.06s   0.9%  runtime.chansend
     0.01s  0.15% 81.93%      0.04s   0.6%  runtime.concatstring3
     0.01s  0.15% 82.08%      0.05s  0.75%  runtime.concatstrings
     0.01s  0.15% 82.23%      0.06s   0.9%  runtime.convT2E
     0.01s  0.15% 82.38%      0.07s  1.05%  runtime.entersyscall
     0.01s  0.15% 82.53%      0.05s  0.75%  runtime.exitsyscall
     0.01s  0.15% 82.68%      0.14s  2.11%  runtime.growWork
