29315.59kB of 29315.59kB total (  100%)
Dropped 1205 nodes (cum <= 146.58kB)
      flat  flat%   sum%        cum   cum%
 6687.82kB 22.81% 22.81%  6687.82kB 22.81%  bytes.makeSlice
 4144.18kB 14.14% 36.95%  4144.18kB 14.14%  github.com/openshift/origin/vendor/github.com/beorn7/perks/quantile.NewTargeted
 3180.89kB 10.85% 47.80%  3180.89kB 10.85%  runtime.hashGrow
 2048.45kB  6.99% 54.79%  5229.34kB 17.84%  runtime.mapassign
 1536.06kB  5.24% 60.03%  1536.06kB  5.24%  runtime.rawstringtmp
 1043.17kB  3.56% 63.59%  1043.17kB  3.56%  regexp.(*bitState).reset
 1042.12kB  3.55% 67.14%  1042.12kB  3.55%  github.com/openshift/origin/vendor/github.com/beorn7/perks/quantile.(*stream).merge
 1032.02kB  3.52% 70.66%  1032.02kB  3.52%  github.com/openshift/origin/vendor/github.com/google/cadvisor/summary.(*StatsSummary).AddSample
 1028.76kB  3.51% 74.17%  1028.76kB  3.51%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*Framer).WriteDataPadded
    1028kB  3.51% 77.68%  5172.18kB 17.64%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.newSummary
    1025kB  3.50% 81.17%     1025kB  3.50%  encoding/pem.Decode
  809.97kB  2.76% 83.94%   809.97kB  2.76%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*ClientConn).frameScratchBuffer
  609.50kB  2.08% 86.02%   609.50kB  2.08%  runtime.stringtoslicebyte
  514.63kB  1.76% 87.77%   514.63kB  1.76%  regexp/syntax.(*compiler).quest
  512.50kB  1.75% 89.52%   512.50kB  1.75%  github.com/openshift/origin/vendor/k8s.io/client-go/rest.(*Request).Watch
  512.23kB  1.75% 91.27%   512.23kB  1.75%  reflect.unsafe_New
  512.10kB  1.75% 93.01%   512.10kB  1.75%  github.com/openshift/origin/vendor/golang.org/x/net/http2.NewFramer
  512.06kB  1.75% 94.76%   512.06kB  1.75%  github.com/openshift/origin/vendor/k8s.io/client-go/rest.NewRESTClient
  512.05kB  1.75% 96.51%   512.05kB  1.75%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*ListImagesResponse).Unmarshal
  512.05kB  1.75% 98.25%   512.05kB  1.75%  runtime.systemstack
  512.02kB  1.75%   100%   512.02kB  1.75%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/runtime.(*Scheme).AddKnownTypeWithName
         0     0%   100%  4499.77kB 15.35%  bytes.(*Buffer).ReadFrom
         0     0%   100%  2188.06kB  7.46%  bytes.(*Buffer).WriteString
         0     0%   100%  2188.06kB  7.46%  bytes.(*Buffer).grow
         0     0%   100%  1537.17kB  5.24%  crypto/tls.(*Conn).Handshake
         0     0%   100%  1537.17kB  5.24%  crypto/tls.(*Conn).clientHandshake
         0     0%   100%  1537.17kB  5.24%  crypto/tls.(*clientHandshakeState).doFullHandshake
         0     0%   100%   512.17kB  1.75%  crypto/x509.(*CertPool).AddCert
         0     0%   100%  1537.17kB  5.24%  crypto/x509.(*CertPool).AppendCertsFromPEM
         0     0%   100%  1537.17kB  5.24%  crypto/x509.(*Certificate).Verify
         0     0%   100%  1537.17kB  5.24%  crypto/x509.initSystemRoots
         0     0%   100%  1537.17kB  5.24%  crypto/x509.loadSystemRoots
         0     0%   100%  1537.17kB  5.24%  crypto/x509.systemRootsPool
         0     0%   100%   513.56kB  1.75%  github.com/openshift/origin/pkg/api/install.init
         0     0%   100%   609.50kB  2.08%  github.com/openshift/origin/pkg/auth/server/errorpage.init
         0     0%   100%   574.34kB  1.96%  github.com/openshift/origin/pkg/authorization/apis/authorization/install.Install
         0     0%   100%   574.34kB  1.96%  github.com/openshift/origin/pkg/authorization/apis/authorization/install.init
         0     0%   100%   574.34kB  1.96%  github.com/openshift/origin/pkg/authorization/apis/authorization/install.init.1
         0     0%   100%   574.34kB  1.96%  github.com/openshift/origin/pkg/authorization/apis/authorization/v1.RegisterConversions
