20896.62kB of 20896.62kB total (  100%)
Dropped 984 nodes (cum <= 104.48kB)
      flat  flat%   sum%        cum   cum%
 4144.18kB 19.83% 19.83%  4144.18kB 19.83%  github.com/openshift/origin/vendor/github.com/beorn7/perks/quantile.NewTargeted
 2413.56kB 11.55% 31.38%  2413.56kB 11.55%  bytes.makeSlice
 2115.41kB 10.12% 41.51%  2115.41kB 10.12%  runtime.hashGrow
 1536.35kB  7.35% 48.86%  3651.76kB 17.48%  runtime.mapassign
 1043.17kB  4.99% 53.85%  1043.17kB  4.99%  regexp.(*bitState).reset
 1042.12kB  4.99% 58.84%  1042.12kB  4.99%  github.com/openshift/origin/vendor/github.com/beorn7/perks/quantile.(*stream).merge
 1028.76kB  4.92% 63.76%  1028.76kB  4.92%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*Framer).WriteDataPadded
    1028kB  4.92% 68.68%  5172.18kB 24.75%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.newSummary
    1025kB  4.91% 73.58%     1025kB  4.91%  encoding/pem.Decode
 1024.88kB  4.90% 78.49%  1024.88kB  4.90%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.newContainerStats
  809.97kB  3.88% 82.36%   809.97kB  3.88%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*ClientConn).frameScratchBuffer
  609.50kB  2.92% 85.28%   609.50kB  2.92%  runtime.stringtoslicebyte
  514.63kB  2.46% 87.74%   514.63kB  2.46%  regexp/syntax.(*compiler).quest
  512.88kB  2.45% 90.20%   512.88kB  2.45%  github.com/openshift/origin/vendor/github.com/google/cadvisor/summary.(*StatsSummary).AddSample
  512.10kB  2.45% 92.65%   512.10kB  2.45%  github.com/openshift/origin/vendor/golang.org/x/net/http2.NewFramer
  512.06kB  2.45% 95.10%   512.06kB  2.45%  github.com/openshift/origin/vendor/k8s.io/client-go/rest.NewRESTClient
  512.04kB  2.45% 97.55%   512.04kB  2.45%  runtime.rawstringtmp
  512.02kB  2.45%   100%   512.02kB  2.45%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/runtime.(*Scheme).AddKnownTypeWithName
         0     0%   100%  2413.56kB 11.55%  bytes.(*Buffer).ReadFrom
         0     0%   100%  1537.17kB  7.36%  crypto/tls.(*Conn).Handshake
         0     0%   100%  1537.17kB  7.36%  crypto/tls.(*Conn).clientHandshake
         0     0%   100%  1537.17kB  7.36%  crypto/tls.(*clientHandshakeState).doFullHandshake
         0     0%   100%   512.17kB  2.45%  crypto/x509.(*CertPool).AddCert
         0     0%   100%  1537.17kB  7.36%  crypto/x509.(*CertPool).AppendCertsFromPEM
         0     0%   100%  1537.17kB  7.36%  crypto/x509.(*Certificate).Verify
         0     0%   100%  1537.17kB  7.36%  crypto/x509.initSystemRoots
         0     0%   100%  1537.17kB  7.36%  crypto/x509.loadSystemRoots
         0     0%   100%  1537.17kB  7.36%  crypto/x509.systemRootsPool
         0     0%   100%   513.56kB  2.46%  github.com/openshift/origin/pkg/api/install.init
         0     0%   100%   609.50kB  2.92%  github.com/openshift/origin/pkg/auth/server/errorpage.init
         0     0%   100%   574.34kB  2.75%  github.com/openshift/origin/pkg/authorization/apis/authorization/install.Install
         0     0%   100%   574.34kB  2.75%  github.com/openshift/origin/pkg/authorization/apis/authorization/install.init
         0     0%   100%   574.34kB  2.75%  github.com/openshift/origin/pkg/authorization/apis/authorization/install.init.1
         0     0%   100%   574.34kB  2.75%  github.com/openshift/origin/pkg/authorization/apis/authorization/v1.RegisterConversions
         0     0%   100%   574.34kB  2.75%  github.com/openshift/origin/pkg/authorization/generated/internalclientset/scheme.init
         0     0%   100%   574.34kB  2.75%  github.com/openshift/origin/pkg/authorization/generated/internalclientset/typed/authorization/internalversion.init
         0     0%   100%   513.56kB  2.46%  github.com/openshift/origin/pkg/client/testclient.init
         0     0%   100%  2117.95kB 10.14%  github.com/openshift/origin/pkg/cmd/infra/builder.init
         0     0%   100%  1024.98kB  4.90%  github.com/openshift/origin/pkg/cmd/openshift.CommandFor
         0     0%   100%  1024.98kB  4.90%  github.com/openshift/origin/pkg/cmd/openshift.NewCommandOpenShift
         0     0%   100%  5669.17kB 27.13%  github.com/openshift/origin/pkg/cmd/openshift.init
         0     0%   100%   609.50kB  2.92%  github.com/openshift/origin/pkg/cmd/server/admin.init
         0     0%   100%  1030.08kB  4.93%  github.com/openshift/origin/pkg/cmd/server/kubernetes/node.(*NodeConfig).RunKubelet.func1
         0     0%   100%  3551.22kB 16.99%  github.com/openshift/origin/pkg/cmd/server/start.init
         0     0%   100%  1599.93kB  7.66%  github.com/openshift/origin/pkg/cmd/util/clientcmd.init
         0     0%   100%   518.02kB  2.48%  github.com/openshift/origin/pkg/cmd/util/docker.init
         0     0%   100%   512.02kB  2.45%  github.com/openshift/origin/pkg/image/apis/image/install.Install
         0     0%   100%   512.02kB  2.45%  github.com/openshift/origin/pkg/image/apis/image/v1.addKnownTypes
         0     0%   100%   512.02kB  2.45%  github.com/openshift/origin/pkg/image/generated/internalclientset/scheme.Install
         0     0%   100%   512.02kB  2.45%  github.com/openshift/origin/pkg/image/generated/internalclientset/scheme.init
         0     0%   100%   512.02kB  2.45%  github.com/openshift/origin/pkg/image/generated/internalclientset/scheme.init.1
         0     0%   100%   512.02kB  2.45%  github.com/openshift/origin/pkg/image/generated/internalclientset/typed/image/internalversion.init
         0     0%   100%  1554.07kB  7.44%  github.com/openshift/origin/pkg/network/common.RunEventQueue
         0     0%   100%  1554.07kB  7.44%  github.com/openshift/origin/pkg/network/common.newEventQueue
         0     0%   100%   518.02kB  2.48%  github.com/openshift/origin/pkg/network/node.(*OsdnNode).(github.com/openshift/origin/pkg/network/node.watchSubnets)-fm
         0     0%   100%   518.02kB  2.48%  github.com/openshift/origin/pkg/network/node.(*OsdnNode).watchSubnets
         0     0%   100%   518.02kB  2.48%  github.com/openshift/origin/pkg/network/proxy.(*OsdnProxy).(github.com/openshift/origin/pkg/network/proxy.watchEgressNetworkPolicies)-fm
         0     0%   100%   518.02kB  2.48%  github.com/openshift/origin/pkg/network/proxy.(*OsdnProxy).(github.com/openshift/origin/pkg/network/proxy.watchNetNamespaces)-fm
         0     0%   100%   518.02kB  2.48%  github.com/openshift/origin/pkg/network/proxy.(*OsdnProxy).watchEgressNetworkPolicies
         0     0%   100%   518.02kB  2.48%  github.com/openshift/origin/pkg/network/proxy.(*OsdnProxy).watchNetNamespaces
         0     0%   100%  1024.98kB  4.90%  github.com/openshift/origin/pkg/oc/cli.NewCmdKubectl
         0     0%   100%  2117.95kB 10.14%  github.com/openshift/origin/pkg/oc/cli/cmd.init
         0     0%   100%  1599.93kB  7.66%  github.com/openshift/origin/pkg/oc/cli/describe.init
         0     0%   100%   513.56kB  2.46%  github.com/openshift/origin/pkg/security/apis/security/install.Install
         0     0%   100%   513.56kB  2.46%  github.com/openshift/origin/pkg/security/apis/security/install.init
         0     0%   100%   513.56kB  2.46%  github.com/openshift/origin/pkg/security/apis/security/install.init.1
         0     0%   100%   513.56kB  2.46%  github.com/openshift/origin/pkg/security/legacyclient.init
         0     0%   100%  1042.12kB  4.99%  github.com/openshift/origin/vendor/github.com/beorn7/perks/quantile.(*Stream).Insert
         0     0%   100%  1042.12kB  4.99%  github.com/openshift/origin/vendor/github.com/beorn7/perks/quantile.(*Stream).flush
         0     0%   100%  1042.12kB  4.99%  github.com/openshift/origin/vendor/github.com/beorn7/perks/quantile.(*Stream).insert
         0     0%   100%   512.04kB  2.45%  github.com/openshift/origin/vendor/github.com/gogo/protobuf/proto.Unmarshal
         0     0%   100%   512.04kB  2.45%  github.com/openshift/origin/vendor/github.com/gogo/protobuf/proto.UnmarshalMerge
         0     0%   100%   512.08kB  2.45%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.(*InotifyWatcher).AddWatch
