123.36s of 146.93s total (83.96%)
Dropped 1421 nodes (cum <= 0.73s)
      flat  flat%   sum%        cum   cum%
    17.95s 12.22% 12.22%     32.38s 22.04%  runtime.scanobject
    16.20s 11.03% 23.24%     16.99s 11.56%  syscall.Syscall
     8.19s  5.57% 28.82%      8.19s  5.57%  runtime.heapBitsForObject
     7.26s  4.94% 33.76%      7.27s  4.95%  runtime.greyobject
     6.74s  4.59% 38.34%      6.74s  4.59%  runtime.memclrNoHeapPointers
     6.13s  4.17% 42.52%     25.26s 17.19%  runtime.mallocgc
     5.22s  3.55% 46.07%      5.32s  3.62%  encoding/json.stateInString
     4.15s  2.82% 48.89%      4.23s  2.88%  syscall.Syscall6
     3.94s  2.68% 51.58%      3.94s  2.68%  runtime.memmove
     3.78s  2.57% 54.15%      7.47s  5.08%  encoding/json.(*decodeState).scanWhile
     3.30s  2.25% 56.39%      8.65s  5.89%  encoding/json.(*Decoder).readValue
     2.35s  1.60% 57.99%     10.22s  6.96%  runtime.mapassign
     2.26s  1.54% 59.53%      3.05s  2.08%  runtime.mapiternext
     2.20s  1.50% 61.03%      2.28s  1.55%  encoding/json.unquoteBytes
     2.20s  1.50% 62.53%      2.20s  1.50%  runtime.heapBitsSetType
     1.92s  1.31% 63.83%      1.92s  1.31%  runtime.aeshashbody
     1.66s  1.13% 64.96%     31.08s 21.15%  encoding/json.(*decodeState).object
     1.59s  1.08% 66.05%      1.59s  1.08%  runtime.(*mSpanList).remove
     1.47s  1.00% 67.05%      1.47s  1.00%  runtime.futex
     0.99s  0.67% 67.72%      2.55s  1.74%  runtime.evacuate
     0.85s  0.58% 68.30%      2.67s  1.82%  runtime.typedmemmove
     0.80s  0.54% 68.84%      0.80s  0.54%  runtime.memeqbody
     0.77s  0.52% 69.37%      0.81s  0.55%  runtime.lock
     0.76s  0.52% 69.88%      0.84s  0.57%  encoding/json.stateEndValue
     0.74s   0.5% 70.39%      1.01s  0.69%  path.Clean
     0.73s   0.5% 70.88%      3.47s  2.36%  runtime.gentraceback
     0.68s  0.46% 71.35%      5.32s  3.62%  runtime.rawstring
     0.66s  0.45% 71.80%     27.83s 18.94%  runtime.gcDrain
     0.65s  0.44% 72.24%      1.31s  0.89%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/iptables.ReadLine
     0.64s  0.44% 72.67%      2.09s  1.42%  runtime.writebarrierptr_prewrite1
     0.63s  0.43% 73.10%      0.99s  0.67%  runtime.mapaccess2_faststr
     0.60s  0.41% 73.51%      2.38s  1.62%  runtime.sweepone
     0.59s   0.4% 73.91%     49.55s 33.72%  runtime.systemstack
     0.58s  0.39% 74.31%      6.73s  4.58%  runtime.slicebytetostring
     0.52s  0.35% 74.66%      1.81s  1.23%  syscall.ByteSliceFromString
     0.51s  0.35% 75.01%      1.27s  0.86%  reflect.(*rtype).Name
     0.50s  0.34% 75.35%      1.68s  1.14%  runtime.mapiterinit
     0.49s  0.33% 75.68%      1.42s  0.97%  runtime.gcmarkwb_m
     0.48s  0.33% 76.01%      1.17s   0.8%  runtime.bulkBarrierPreWrite
     0.48s  0.33% 76.34%      1.59s  1.08%  runtime.pcvalue
     0.47s  0.32% 76.66%      0.94s  0.64%  runtime.mapaccess1
     0.45s  0.31% 76.96%      6.97s  4.74%  runtime.newobject
     0.45s  0.31% 77.27%      0.75s  0.51%  strings.genSplit
     0.44s   0.3% 77.57%      2.37s  1.61%  encoding/json.(*decodeState).indirect
     0.39s  0.27% 77.83%      0.78s  0.53%  reflect.(*rtype).String
     0.38s  0.26% 78.09%      5.70s  3.88%  runtime.rawstringtmp
     0.35s  0.24% 78.33%      4.16s  2.83%  runtime.(*mcentral).cacheSpan
     0.34s  0.23% 78.56%      6.26s  4.26%  encoding/json.(*decodeState).literalStore
     0.34s  0.23% 78.79%      1.63s  1.11%  runtime.convT2E
     0.33s  0.22% 79.02%      0.93s  0.63%  runtime.shade
     0.31s  0.21% 79.23%      0.74s   0.5%  runtime.scanblock
     0.31s  0.21% 79.44%      0.95s  0.65%  runtime.step
     0.27s  0.18% 79.62%      1.56s  1.06%  runtime.(*mspan).sweep
     0.26s  0.18% 79.80%      0.76s  0.52%  reflect.Value.Set
     0.24s  0.16% 79.96%      2.72s  1.85%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.extractLabels
     0.22s  0.15% 80.11%      1.64s  1.12%  runtime.concatstrings
     0.20s  0.14% 80.25%      3.95s  2.69%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*PodSandbox).Unmarshal
     0.20s  0.14% 80.39%      0.89s  0.61%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.writeLine
     0.19s  0.13% 80.51%      0.81s  0.55%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/volumemanager/cache.(*actualStateOfWorld).GetMountedVolumes
     0.17s  0.12% 80.63%     10.77s  7.33%  encoding/json.(*decodeState).literal
     0.17s  0.12% 80.75%      9.54s  6.49%  runtime.makeslice
     0.16s  0.11% 80.85%      3.96s  2.70%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.(*Proxier).syncProxyRules
     0.16s  0.11% 80.96%      1.42s  0.97%  runtime.findrunnable
     0.15s   0.1% 81.07%     31.89s 21.70%  encoding/json.(*decodeState).value
